Dataset	HMM Family	ORF	HMM E-val	Aligned Length	Closest Homolog	%id of Closest Homolog	Closest Homolog Species	Closest Homolog Genus	Closest Homolog Family	Closest Homolog Order	Closest Homolog Class	Closest Homolog Phylum	Closest Homolog Superkingdom
CA_L442_64_1_contigs_42	nifH_new_7	CA_L442_64_1_contigs__00042_hypothetical_protein_ma122_1_to_40	5.7e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	nifH_new_7	CA_L442_64_1_contigs__00348_Iron-sulfur_cluster_carrier_protein_ma119_12_to_52	1.4e-06	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	nifH_new_7	CA_L442_64_1_contigs__01780_Arsenical_pump-driving_ATPase_ma121_1_to_41	1.2e-05	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	nifH_new_7	CA_L442_64_1_contigs__00823_hypothetical_protein_ma123_1_to_41	0.00011	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	nifH_new_7	CA_L442_64_1_contigs__00827_hypothetical_protein_ma120_1_to_56	5.1e-06	56			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	nifH_new_7	CA_L442_64_1_contigs__00229_Arsenical_pump-driving_ATPase_ma118_11_to_51	3.8e-05	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	nifH_new_7	CA_L442_64_1_contigs__00084_Nitrogenase_iron_protein_1_ma115_1_to_273	1.1e-138	273	gi|501500412|ref|WP_012508646.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	nifH_new_7	CA_L442_64_1_contigs__01313_Nitrogenase_iron_protein_ma117_3_to_218	1.9e-40	216	gi|501499515|ref|WP_012507757.1|	83.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_70_43	nifH_new_7	CA_L442_70__00612_Iron-sulfur_cluster_carrier_protein_ma126_106_to_152	0.00038	47			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_70_43	nifH_new_7	CA_L442_70__01514_Sporulation_initiation_inhibitor_protein_Soj_ma125_9_to_47	5.3e-07	39	gi|697062915|ref|WP_033152516.1|	50.0	unclassified	Pseudobutyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
CA_L442_70_43	nifH_new_7	CA_L442_70__00937_Arsenical_pump-driving_ATPase_ma124_12_to_52	0.00044	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	nifH_new_7	CA_L442_71__00394_Nitrogenase_iron_protein_1_ma127_1_to_233	3.1e-131	233	gi|521972014|ref|WP_020483285.1|	93.2	Methylomonas sp. MK1	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_71_44	nifH_new_7	CA_L442_71__01806_Flagellum_site-determining_protein_YlxH_ma130_20_to_261	0.00031	242	gi|505300505|ref|WP_015487607.1|	52.9	Thalassolituus oleivorans	Thalassolituus	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_71_44	nifH_new_7	CA_L442_71__01451_Sporulation_initiation_inhibitor_protein_Soj_ma128_4_to_43	2.3e-06	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	nifH_new_7	CA_L442_71__01368_Chromosome-partitioning_ATPase_Soj_ma129_1_to_62	2.3e-07	62			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_72_45	nifH_new_7	CA_L442_72__01885_Sporulation_initiation_inhibitor_protein_Soj_ma131_9_to_59	4.4e-07	51	gi|503424542|ref|WP_013659203.1|	50.2	Cellulosilyticum lentocellum	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
CA_L442_72_45	nifH_new_7	CA_L442_72__01061_hypothetical_protein_ma132_3_to_41	2.8e-05	39			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	nifH_new_7	CA_L442_74__00810_Nitrogenase_iron_protein_1_ma133_1_to_273	1.8e-138	273	gi|501500412|ref|WP_012508646.1|	97.1	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_46	nifH_new_7	CA_L442_74__01199_Light-independent_protochlorophyllide_reductase_iron-sulfur_ATP-binding_protein_ma134_5_to_270	1.9e-52	266	gi|500068737|ref|WP_011746157.1|	94.9	Chlorobium phaeobacteroides	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_46	nifH_new_7	CA_L442_74__00463_Nitrogenase_iron_protein_ma135_3_to_218	9.8e-41	216	gi|501499515|ref|WP_012507757.1|	88.6	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_46	nifH_new_7	CA_L442_74__00518_Arsenical_pump-driving_ATPase_ma136_11_to_51	4.6e-05	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	nifH_new_7	CA_L442_74__00047_Iron-sulfur_cluster_carrier_protein_ma137_13_to_52	1.6e-06	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	nifH_new_7	CA_L442_74__00795_hypothetical_protein_ma138_1_to_60	1.2e-05	60			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	nifH_new_7	CA_L442_74__00851_hypothetical_protein_ma139_1_to_40	7.5e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	nifH_new_7	CA_L442_74__00799_hypothetical_protein_ma140_1_to_41	0.00016	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_75_47	nifH_new_7	CA_L442_75__02050_Chromosome_partitioning_protein_ParA_ma141_3_to_46	1.7e-05	44			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_75_47	nifH_new_7	CA_L442_75__01419_Iron-sulfur_cluster_carrier_protein_ma143_101_to_140	0.0008	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_75_47	nifH_new_7	CA_L442_75__00985_hypothetical_protein_ma142_9_to_47	0.00038	39			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_82_48	nifH_new_7	CA_L442_82__02387_Nitrogenase_iron_protein_ma145_33_to_173	8.7e-27	141	gi|763342477|ref|WP_044200774.1|	79.5	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_48	nifH_new_7	CA_L442_82__02203_Sporulation_initiation_inhibitor_protein_Soj_ma146_10_to_47	7.4e-06	38			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_82_48	nifH_new_7	CA_L442_82__01154_Chromosome_partitioning_protein_ParA_ma147_18_to_71	5.1e-06	54	gi|751624439|ref|WP_041092271.1|	52.1	Lactobacillus hokkaidonensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
CA_L442_82_48	nifH_new_7	CA_L442_82__03098_hypothetical_protein_ma149_1_to_39	0.00034	39			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_82_48	nifH_new_7	CA_L442_82__02720_Nitrogenase_iron_protein_1_ma144_1_to_272	2.2e-123	272	gi|493608199|ref|WP_006560621.1|	89.4	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_48	nifH_new_7	CA_L442_82__02420_Chemotaxis_response_regulator_protein-glutamate_methylesterase_ma148_158_to_241	4e-05	84			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_84_49	nifH_new_7	CA_L442_84__00530_Iron-sulfur_cluster_carrier_protein_ma151_132_to_172	0.00034	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_84_49	nifH_new_7	CA_L442_84__01217_Sporulation_initiation_inhibitor_protein_Soj_ma150_5_to_46	1.9e-05	42			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_84_49	nifH_new_7	CA_L442_84__00010_Iron-sulfur_cluster_carrier_protein_ma152_115_to_153	0.00065	39			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_92_50	nifH_new_7	CA_L442_92__00608_Methanogen_homoaconitase_small_subunit_ma153_198_to_243	5.5e-05	46			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_6m_007_51	nifH_new_7	L227_2013_6m_007__01352_Chromosome_partitioning_protein_ParA_ma154_31_to_71	9.5e-06	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_001_52	nifH_new_7	L227_2013_8m_001__01233_Chromosome_partitioning_protein_ParA_ma156_1_to_55	2.5e-06	55			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_001_52	nifH_new_7	L227_2013_8m_001__02013_Nitrogenase_iron_protein_1_ma155_2_to_291	1.8e-165	290	gi|652887428|ref|WP_027147649.1|	99.0	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
L227_2013_8m_001_52	nifH_new_7	L227_2013_8m_001__03465_Sporulation_initiation_inhibitor_protein_Soj_ma157_10_to_45	0.00019	36	gi|506392731|ref|WP_015912450.1|	51.0	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_2013_8m_005_53	nifH_new_7	L227_2013_8m_005__00293_Iron-sulfur_cluster_carrier_protein_ma158_52_to_85	0.00069	34			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_008_54	nifH_new_7	L227_2013_8m_008__00126_hypothetical_protein_ma161_2_to_42	0.00072	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_008_54	nifH_new_7	L227_2013_8m_008__00456_Chromosome_partitioning_protein_ParA_ma160_16_to_60	0.0001	45			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_008_54	nifH_new_7	L227_2013_8m_008__01091_Arsenical_pump-driving_ATPase_ma159_12_to_49	0.00037	38			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_005_55	nifH_new_7	L227_2014_6m_005__00414_Sporulation_initiation_inhibitor_protein_Soj_ma162_26_to_69	1.1e-05	44			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_005_55	nifH_new_7	L227_2014_6m_005__00137_putative_protein_ma163_42_to_79	9.7e-07	38			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_006_56	nifH_new_7	L227_2014_6m_006__01282_Iron-sulfur_cluster_carrier_protein_ma167_10_to_55	0.00033	46			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_006_56	nifH_new_7	L227_2014_6m_006__02855_Nitrogenase_iron_protein_1_ma164_1_to_272	7.4e-137	272	gi|501641796|ref|WP_012610655.1|	86.1	unclassified	Desulfatibacillum	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
L227_2014_6m_006_56	nifH_new_7	L227_2014_6m_006__02690_Iron-sulfur_cluster_carrier_protein_ma166_205_to_251	5.5e-07	47			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_006_56	nifH_new_7	L227_2014_6m_006__01965_Sporulation_initiation_inhibitor_protein_Soj_ma165_10_to_57	7.1e-08	48	gi|1054959303|ref|WP_066713793.1|	51.2	Clostridium sp. Marseille-P299	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
L227_2014_6m_011_57	nifH_new_7	L227_2014_6m_011__01546_Chromosome_partitioning_protein_ParA_ma169_2_to_50	6.6e-07	49	gi|751624439|ref|WP_041092271.1|	53.3	Lactobacillus hokkaidonensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
L227_2014_6m_011_57	nifH_new_7	L227_2014_6m_011__01586_Nitrogenase_iron_protein_ma168_2_to_167	3.8e-97	166	gi|748146682|ref|WP_039721391.1|	82.5	Methylacidiphilum kamchatkense	Methylacidiphilum	Methylacidiphilaceae	Methylacidiphilales	Methylacidiphilae	Verrucomicrobia	Bacteria
L227_2014_6m_012_58	nifH_new_7	L227_2014_6m_012__00675_Sporulation_initiation_inhibitor_protein_Soj_ma170_26_to_281	3e-06	256			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_013_59	nifH_new_7	L227_2014_6m_013__01167_Flagellum_site-determining_protein_YlxH_ma172_20_to_260	9.1e-05	241	gi|1106929200|ref|WP_071870646.1|	56.4	Pseudomonas hussainii	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
L227_2014_6m_013_59	nifH_new_7	L227_2014_6m_013__01000_Sporulation_initiation_inhibitor_protein_Soj_ma171_8_to_43	1.1e-05	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_015_60	nifH_new_7	L227_2014_6m_015__00231_Sporulation_initiation_inhibitor_protein_Soj_ma173_9_to_47	4.3e-07	39	gi|751624439|ref|WP_041092271.1|	53.5	Lactobacillus hokkaidonensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
L227_2014_6m_015_60	nifH_new_7	L227_2014_6m_015__00931_Sporulation_initiation_inhibitor_protein_Soj_ma174_13_to_55	7.8e-06	43			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_034_61	nifH_new_7	L227_2014_6m_034__02522_Sporulation_initiation_inhibitor_protein_Soj_ma175_10_to_47	1e-05	38	gi|751624439|ref|WP_041092271.1|	51.8	Lactobacillus hokkaidonensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
L227_2014_8m_007_62	nifH_new_7	L227_2014_8m_007__01255_Iron-sulfur_cluster_carrier_protein_ma178_105_to_145	0.00062	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_8m_007_62	nifH_new_7	L227_2014_8m_007__01247_Sporulation_initiation_inhibitor_protein_Soj_ma177_10_to_65	2.3e-06	56	gi|506392731|ref|WP_015912450.1|	53.4	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_2014_8m_007_62	nifH_new_7	L227_2014_8m_007__01022_Sporulation_initiation_inhibitor_protein_Soj_ma176_10_to_76	1.5e-06	67	gi|506392731|ref|WP_015912450.1|	54.2	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_2014_8m_009_63	nifH_new_7	L227_2014_8m_009__00243_Nitrogenase_iron_protein_1_ma179_31_to_299	1.7e-106	269	gi|501056186|ref|WP_012107653.1|	75.2	Methanoregula boonei	Methanoregula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2014_8m_010_64	nifH_new_7	L227_2014_8m_010__01345_Sporulation_initiation_inhibitor_protein_Soj_ma181_145_to_252	5.5e-05	108	gi|563779957|ref|WP_023792203.1|	51.6	Candidatus Babela massiliensis	Candidatus Babela	Candidatus Babela	Candidatus Babela	Deltaproteobacteria	Proteobacteria	Bacteria
L227_2014_8m_010_64	nifH_new_7	L227_2014_8m_010__01013_Sporulation_initiation_inhibitor_protein_Soj_ma182_9_to_72	7.6e-05	64	gi|506392731|ref|WP_015912450.1|	53.8	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_2014_8m_010_64	nifH_new_7	L227_2014_8m_010__01345_Sporulation_initiation_inhibitor_protein_Soj_ma180_4_to_53	2.8e-07	50	gi|563779957|ref|WP_023792203.1|	51.6	Candidatus Babela massiliensis	Candidatus Babela	Candidatus Babela	Candidatus Babela	Deltaproteobacteria	Proteobacteria	Bacteria
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__02128_Iron-sulfur_cluster_carrier_protein_ma188_13_to_54	1.2e-05	42			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__00528_hypothetical_protein_ma191_1_to_41	8.8e-05	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__01230_Nitrogenase_iron_protein_1_ma184_8_to_269	8.8e-83	262	gi|754579943|ref|WP_041972206.1|	84.5	Geobacter sp. OR-1	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__01862_Nitrogenase_iron_protein_ma186_3_to_220	2e-40	218	gi|750129657|ref|WP_040433735.1|	79.7	Chlorobium ferrooxidans	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__00613_Sporulation_initiation_inhibitor_protein_Soj_ma193_134_to_195	0.0002	62			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__01955_Arsenical_pump-driving_ATPase_ma190_1_to_40	7.9e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__00620_Sporulation_initiation_inhibitor_protein_Soj_ma189_9_to_73	3.6e-05	65	gi|506392731|ref|WP_015912450.1|	53.1	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__00532_hypothetical_protein_ma187_1_to_56	6.7e-06	56			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__00489_Light-independent_protochlorophyllide_reductase_iron-sulfur_ATP-binding_protein_ma185_5_to_270	4.2e-53	266	gi|500068737|ref|WP_011746157.1|	94.2	Chlorobium phaeobacteroides	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__02391_hypothetical_protein_ma192_1_to_52	9.7e-05	52			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_S_6D_001_1_contigs_65	nifH_new_7	L227_S_6D_001_1_contigs__02023_Nitrogenase_iron_protein_1_ma183_1_to_273	6.7e-139	273	gi|501500412|ref|WP_012508646.1|	98.9	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L227_S_6D_002_66	nifH_new_7	L227_S_6D_002__01516_Sporulation_initiation_inhibitor_protein_Soj_ma194_10_to_47	3e-05	38	gi|506392731|ref|WP_015912450.1|	55.3	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_S_6D_003_67	nifH_new_7	L227_S_6D_003__03155_Sporulation_initiation_inhibitor_protein_Soj_ma196_9_to_47	0.00017	39	gi|506392731|ref|WP_015912450.1|	54.5	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_S_6D_003_67	nifH_new_7	L227_S_6D_003__03702_Nitrogenase_iron_protein_1_ma195_1_to_274	2.3e-141	274	gi|510822330|ref|WP_016195754.1|	90.9	Arcticibacter svalbardensis	Arcticibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__01865_Nitrogenase_iron_protein_ma199_2_to_217	2.3e-42	216	gi|1071376796|ref|WP_069809029.1|	72.4	Chlorobaculum limnaeum	Chlorobaculum	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__00658_Arsenical_pump-driving_ATPase_ma204_1_to_40	8.4e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__00745_Light-independent_protochlorophyllide_reductase_iron-sulfur_ATP-binding_protein_ma198_5_to_267	1.4e-53	263	gi|493410611|ref|WP_006366588.1|	96.7	unclassified	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__01312_hypothetical_protein_ma202_1_to_39	6.8e-06	39			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__01412_hypothetical_protein_ma206_1_to_40	9e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__02027_Arsenical_pump-driving_ATPase_ma200_11_to_52	5.6e-05	42			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__01316_hypothetical_protein_ma205_1_to_40	9e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__01155_hypothetical_protein_ma207_1_to_40	0.00055	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__01327_Iron-sulfur_cluster_carrier_protein_ma201_14_to_52	3.3e-06	39			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__01921_Nitrogenase_iron_protein_1_ma197_1_to_273	1.1e-137	273	gi|501500412|ref|WP_012508646.1|	96.0	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_Fe_6C_001_1_contigs_68	nifH_new_7	L304_Fe_6C_001_1_contigs__01535_Sporulation_initiation_inhibitor_protein_Soj_ma203_9_to_74	2.8e-05	66	gi|751624439|ref|WP_041092271.1|	55.3	Lactobacillus hokkaidonensis	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__02159_Light-independent_protochlorophyllide_reductase_iron-sulfur_ATP-binding_protein_ma209_5_to_268	2.6e-51	264	gi|499676246|ref|WP_011356980.1|	93.1	Pelodictyon luteolum	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__00631_Nitrogenase_iron_protein_1_ma208_1_to_273	1.3e-138	273	gi|499677523|ref|WP_011358257.1|	96.7	Pelodictyon luteolum	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__00745_Nitrogenase_iron_protein_ma210_4_to_218	2.6e-40	215	gi|750129657|ref|WP_040433735.1|	80.0	Chlorobium ferrooxidans	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__00517_Protein_ArsC_ma211_38_to_78	0.00025	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__02074_hypothetical_protein_ma217_1_to_40	7e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__02043_hypothetical_protein_ma214_1_to_40	4.1e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__01535_Iron-sulfur_cluster_carrier_protein_ma216_21_to_60	5.2e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__01233_hypothetical_protein_ma215_1_to_40	5.2e-05	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__02504_hypothetical_protein_ma218_1_to_40	0.00074	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__02070_hypothetical_protein_ma213_1_to_39	1.5e-05	39			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L304_S_6D_001_1_contigs_69	nifH_new_7	L304_S_6D_001_1_contigs__01397_Sporulation_initiation_inhibitor_protein_Soj_ma212_9_to_73	1.9e-05	65	gi|506392731|ref|WP_015912450.1|	53.9	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L442_2011_16_5m_003_70	nifH_new_7	L442_2011_16_5m_003__00959_Iron-sulfur_cluster_carrier_protein_ma220_106_to_150	0.00015	45			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L442_2011_16_5m_003_70	nifH_new_7	L442_2011_16_5m_003__00487_Sporulation_initiation_inhibitor_protein_Soj_ma219_9_to_46	2.2e-06	38	gi|506392731|ref|WP_015912450.1|	52.6	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L442_2011_16_5m_005_71	nifH_new_7	L442_2011_16_5m_005__01092_Sporulation_initiation_inhibitor_protein_Soj_ma222_10_to_44	0.00012	35	gi|506392731|ref|WP_015912450.1|	51.0	Macrococcus caseolyticus	Macrococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L442_2011_16_5m_005_71	nifH_new_7	L442_2011_16_5m_005__01638_Chromosome_partitioning_protein_ParA_ma221_1_to_54	1.8e-06	54			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
