Dataset	HMM Family	ORF	HMM E-val	Aligned Length	Closest Homolog	%id of Closest Homolog	Closest Homolog Species	Closest Homolog Genus	Closest Homolog Family	Closest Homolog Order	Closest Homolog Class	Closest Homolog Phylum	Closest Homolog Superkingdom
CA_L227_2014_106_17	dsrA_2	CA-L227-2014_20263_10_7038_8117_1_ID_60_10_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_507_ma13_56_to_355	7.3e-17	300	gi|499676069|ref|WP_011356803.1|	89.7	Pelodictyon luteolum	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	dsrA_2	CA-L227-2014_8235_12_8326_9405_-1_ID_25_12_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_502_ma12_56_to_355	3.5e-18	300	gi|501500757|ref|WP_012508990.1|	91.6	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	dsrA_2	CA-L227-2014_106373_2_617_1507_-1_ID_235_2_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_543_ma10_24_to_158	3e-13	135	gi|501690468|ref|WP_012617801.1|	52.0	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
CA_L227_2014_106_17	dsrA_2	CA-L227-2014_8235_13_9487_10743_-1_ID_25_13_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_488_ma9_82_to_414	4.9e-123	333	gi|501500758|ref|WP_012508991.1|	85.9	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	dsrA_2	CA-L227-2014_20263_9_5726_6979_1_ID_60_9_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_494_ma8_81_to_413	4.6e-123	333	gi|501500758|ref|WP_012508991.1|	85.4	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_108_18	dsrA_2	CA-L227-2014_109077_1_76_366_-1_ID_58_1_partial_00_start_type_ATG_rbs_motif_AGGAGG_rbs_spacer_5-10bp_gc_cont_0_388_ma14_29_to_79	0.00053	51			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L227_2014_13_19	dsrA_2	CA-L227-2014_87293_32_34245_36716_1_ID_219_32_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_598_ma15_592_to_710	9.1e-09	119	gi|503487573|ref|WP_013722234.1|	79.7	Alicycliphilus denitrificans	Alicycliphilus	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_24_20	dsrA_2	CA-L227-2014_135356_4_2813_4003_1_ID_116_4_partial_00_start_type_ATG_rbs_motif_AGGAGG_rbs_spacer_5-10bp_gc_cont_0_498_ma16_56_to_395	2.9e-175	340	gi|1120173427|ref|WP_073042029.1|	63.8	Desulfacinum infernum	Desulfacinum	Syntrophobacteraceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_24_20	dsrA_2	CA-L227-2014_135356_5_4005_5066_1_ID_116_5_partial_00_start_type_ATG_rbs_motif_AGGAGG_rbs_spacer_5-10bp_gc_cont_0_511_ma17_47_to_335	5e-26	289	gi|1120374245|ref|WP_073238251.1|	70.5	Desulfotomaculum putei	Desulfotomaculum	Peptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
CA_L227_2014_37_21	dsrA_2	CA-L227-2014_4311_2_344_2884_-1_ID_16_2_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_455_ma18_605_to_698	3.2e-08	94			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L227_2014_92_28	dsrA_2	CA-L227-2014_151449_1_2_349_1_ID_263_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_509_ma19_12_to_103	3.8e-05	92	gi|501690468|ref|WP_012617801.1|	57.9	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
CA_L442_14_30	dsrA_2	CA-L442_281992_3_903_3170_1_ID_397_3_partial_01_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_581_ma20_577_to_692	2.8e-08	116	gi|503487573|ref|WP_013722234.1|	58.4	Alicycliphilus denitrificans	Alicycliphilus	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_18_32	dsrA_2	CA-L442_82398_19_14894_16459_1_ID_58_19_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_538_ma21_323_to_445	1.3e-07	123			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_57_36	dsrA_2	CA-L442_88792_8_8636_11173_1_ID_122_8_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_493_ma22_604_to_697	9.6e-10	94			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_63_38	dsrA_2	CA-L442_112473_7_2518_3588_-1_ID_305_7_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_597_ma24_66_to_200	0.00017	135	gi|951200928|ref|WP_057676685.1|	86.2	Curvibacter sp. PAE-UM	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_38	dsrA_2	CA-L442_112473_8_3674_4909_-1_ID_305_8_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_571_ma23_57_to_407	1.1e-117	351	gi|951200926|ref|WP_057676684.1|	82.3	Curvibacter sp. PAE-UM	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_38	dsrA_2	CA-L442_112473_7_2518_3588_-1_ID_305_7_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_597_ma25_207_to_338	3.7e-09	132	gi|951200928|ref|WP_057676685.1|	86.2	Curvibacter sp. PAE-UM	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_72_41	dsrA_2	CA-L442_57576_1_3_2141_-1_ID_178_1_partial_10_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_716_ma26_69_to_196	1.2e-06	128			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_42	dsrA_2	CA-L442_230399_10_11644_12534_1_ID_179_10_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_481_ma27_27_to_158	3e-11	132	gi|501690468|ref|WP_012617801.1|	51.7	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
CA_L442_74_42	dsrA_2	CA-L442_230399_10_11644_12534_1_ID_179_10_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_481_ma28_174_to_290	2e-07	117	gi|501690468|ref|WP_012617801.1|	51.7	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_8m_001_48	dsrA_2	L227-2013-8m_6392_3_1145_3682_-1_ID_392_3_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_478_ma29_604_to_697	7.6e-09	94			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_005_49	dsrA_2	L227-2013-8m_4909_5_4173_4832_-1_ID_136_5_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_536_ma30_30_to_152	2e-11	123	gi|851363887|ref|WP_048198057.1|	83.1	Methanocella arvoryzae	Methanocella	Methanocellaceae	Methanocellales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_8m_005_49	dsrA_2	L227-2013-8m_4909_5_4173_4832_-1_ID_136_5_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_536_ma31_149_to_218	2.3e-05	70	gi|851363887|ref|WP_048198057.1|	83.1	Methanocella arvoryzae	Methanocella	Methanocellaceae	Methanocellales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_8m_005_49	dsrA_2	L227-2013-8m_1020_16_11327_12433_1_ID_25_16_partial_00_start_type_ATG_rbs_motif_GGxGG_rbs_spacer_5-10bp_gc_cont_0_503_ma35_171_to_245	0.00053	75			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_005_49	dsrA_2	L227-2013-8m_2077_6_6140_6997_1_ID_56_6_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_481_ma32_20_to_155	1.6e-11	136	gi|505097609|ref|WP_015284711.1|	79.1	Methanoregula formicica	Methanoregula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_8m_005_49	dsrA_2	L227-2013-8m_7308_2_245_1129_1_ID_183_2_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_550_ma34_29_to_152	1.4e-06	124	gi|757142343|ref|WP_042696576.1|	50.0	Methanocorpusculum bavaricum	Methanocorpusculum	Methanocorpusculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_8m_005_49	dsrA_2	L227-2013-8m_2077_6_6140_6997_1_ID_56_6_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_481_ma33_171_to_278	0.00063	108	gi|505097609|ref|WP_015284711.1|	79.1	Methanoregula formicica	Methanoregula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_bin22_51	dsrA_2	CA-L227-2013_103260_45_38026_38904_1_ID_25_45_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_480_ma37_175_to_287	8.4e-10	113	gi|501690468|ref|WP_012617801.1|	57.2	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_bin22_51	dsrA_2	CA-L227-2013_103260_45_38026_38904_1_ID_25_45_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_480_ma36_24_to_157	1.2e-11	134	gi|501690468|ref|WP_012617801.1|	57.2	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_bin55_52	dsrA_2	CA-L227-2013_51985_4_2600_3517_-1_ID_119_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_501_ma41_199_to_289	0.00054	91	gi|501690468|ref|WP_012617801.1|	53.7	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_bin55_52	dsrA_2	CA-L227-2013_51985_4_2600_3517_-1_ID_119_4_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_501_ma40_25_to_159	2.9e-12	135	gi|501690468|ref|WP_012617801.1|	53.7	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2013_bin55_52	dsrA_2	CA-L227-2013_58483_8_4417_5670_1_ID_5_8_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_498_ma38_81_to_413	3.3e-123	333	gi|501500758|ref|WP_012508991.1|	86.6	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L227_2013_bin55_52	dsrA_2	CA-L227-2013_58483_9_5772_6851_1_ID_5_9_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_506_ma39_56_to_355	2.8e-17	300	gi|1071378647|ref|WP_069810853.1|	89.7	Chlorobaculum limnaeum	Chlorobaculum	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L227_2014_6m_006_55	dsrA_2	L227-2014-6m_3270_4_3307_4620_1_ID_105_4_partial_00_start_type_ATG_rbs_motif_GGAGG_rbs_spacer_5-10bp_gc_cont_0_497_ma42_69_to_437	3.1e-215	369	gi|654871424|ref|WP_028323468.1|	87.4	Desulfatirhabdium butyrativorans	Desulfatirhabdium	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
L227_2014_6m_006_55	dsrA_2	L227-2014-6m_3270_5_4633_5781_1_ID_105_5_partial_00_start_type_ATG_rbs_motif_AGxAGG_AGGxGG_rbs_spacer_5-10bp_gc_cont_0_495_ma43_64_to_376	3.1e-16	313	gi|654871423|ref|WP_028323467.1|	89.0	Desulfatirhabdium butyrativorans	Desulfatirhabdium	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
L227_2014_8m_009_62	dsrA_2	L227-2014-8m_5238_2_444_1133_-1_ID_301_2_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_11-12bp_gc_cont_0_523_ma44_85_to_150	3.9e-09	66			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_8m_009_62	dsrA_2	L227-2014-8m_1675_1_2_754_-1_ID_113_1_partial_10_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_531_ma45_25_to_148	7e-07	124	gi|505097609|ref|WP_015284711.1|	50.4	Methanoregula formicica	Methanoregula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_2014_8m_009_62	dsrA_2	L227-2014-8m_1755_6_4085_4258_-1_ID_118_6_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_466_ma47_9_to_51	0.00011	43			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_8m_009_62	dsrA_2	L227-2014-8m_2244_5_3991_4866_-1_ID_156_5_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_521_ma46_19_to_145	1.2e-06	127	gi|505097609|ref|WP_015284711.1|	64.2	Methanoregula formicica	Methanoregula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_enr_S_6D_bin01_66	dsrA_2	L227_S_6D_8_82_93039_93929_-1_ID_9_82_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_471_ma49_25_to_158	8.4e-13	134	gi|501690468|ref|WP_012617801.1|	54.4	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_enr_S_6D_bin01_66	dsrA_2	L227_S_6D_18_174_167474_168553_-1_ID_11_174_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_523_ma51_56_to_199	4.6e-08	144	gi|499676069|ref|WP_011356803.1|	90.5	Pelodictyon luteolum	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L227_enr_S_6D_bin01_66	dsrA_2	L227_S_6D_8_82_93039_93929_-1_ID_9_82_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_471_ma50_175_to_290	1.3e-07	116	gi|501690468|ref|WP_012617801.1|	54.4	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L227_enr_S_6D_bin01_66	dsrA_2	L227_S_6D_18_174_167474_168553_-1_ID_11_174_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_523_ma52_210_to_355	8e-11	146	gi|499676069|ref|WP_011356803.1|	90.5	Pelodictyon luteolum	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L227_enr_S_6D_bin01_66	dsrA_2	L227_S_6D_18_175_168650_169894_-1_ID_11_175_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_489_ma48_78_to_410	2.9e-124	333	gi|501500758|ref|WP_012508991.1|	87.3	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_enr_S_6D_bin01_67	dsrA_2	L304_S_6D_4_201_211072_212340_1_ID_1_201_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_543_ma53_86_to_418	7.9e-126	333	gi|1057573928|ref|WP_068865930.1|	85.2	Prosthecochloris sp. CIB 2401	Prosthecochloris	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_enr_S_6D_bin01_67	dsrA_2	L304_S_6D_0_86_81132_82091_-1_ID_10_86_partial_00_start_type_ATG_rbs_motif_AAA_rbs_spacer_13bp_gc_cont_0_515_ma56_39_to_158	2.2e-11	120	gi|501690468|ref|WP_012617801.1|	51.2	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L304_enr_S_6D_bin01_67	dsrA_2	L304_S_6D_4_202_212406_213485_1_ID_1_202_partial_00_start_type_ATG_rbs_motif_AAAA_rbs_spacer_13bp_gc_cont_0_544_ma55_210_to_355	1.3e-10	146	gi|752833637|ref|WP_041469939.1|	92.5	Chlorobium phaeovibrioides	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L304_enr_S_6D_bin01_67	dsrA_2	L304_S_6D_0_86_81132_82091_-1_ID_10_86_partial_00_start_type_ATG_rbs_motif_AAA_rbs_spacer_13bp_gc_cont_0_515_ma57_174_to_291	7.7e-07	118	gi|501690468|ref|WP_012617801.1|	51.2	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L304_enr_S_6D_bin01_67	dsrA_2	L304_S_6D_4_202_212406_213485_1_ID_1_202_partial_00_start_type_ATG_rbs_motif_AAAA_rbs_spacer_13bp_gc_cont_0_544_ma54_56_to_199	1.9e-08	144	gi|752833637|ref|WP_041469939.1|	92.5	Chlorobium phaeovibrioides	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L442_2011_16_5m_005_69	dsrA_2	L442-2011-16-5m_1812_4_4586_7123_-1_ID_71_4_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_472_ma58_604_to_697	4.5e-09	94			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L442_2011_16_5m_006_70	dsrA_2	L442-2011-16-5m_41_45_43634_44722_1_ID_12_45_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_623_ma61_212_to_344	4.6e-06	133	gi|951200928|ref|WP_057676685.1|	85.1	Curvibacter sp. PAE-UM	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
L442_2011_16_5m_006_70	dsrA_2	L442-2011-16-5m_41_45_43634_44722_1_ID_12_45_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_623_ma60_70_to_206	7.4e-06	137	gi|951200928|ref|WP_057676685.1|	85.1	Curvibacter sp. PAE-UM	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
L442_2011_16_5m_006_70	dsrA_2	L442-2011-16-5m_41_44_42292_43587_1_ID_12_44_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_611_ma59_57_to_422	2.8e-112	366	gi|751630409|ref|WP_041098218.1|	85.4	Sulfuritalea hydrogenivorans	Sulfuritalea	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria
L442_2011_16_5m_008_72	dsrA_2	L442-2011-16-5m_757_3_2038_3117_1_ID_5_3_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_511_ma63_56_to_355	1.1e-18	300	gi|501500757|ref|WP_012508990.1|	91.6	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L442_2011_16_5m_008_72	dsrA_2	L442-2011-16-5m_757_2_701_1945_1_ID_5_2_partial_00_start_type_ATG_rbs_motif_AGGAGG_rbs_spacer_5-10bp_gc_cont_0_491_ma62_78_to_410	6.5e-124	333	gi|501500758|ref|WP_012508991.1|	87.1	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L442_2011_16_5m_008_72	dsrA_2	L442-2011-16-5m_29164_1_3_815_1_ID_360_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_496_ma64_16_to_132	6.1e-12	117	gi|501690468|ref|WP_012617801.1|	55.2	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L442_2011_16_5m_008_72	dsrA_2	L442-2011-16-5m_29164_1_3_815_1_ID_360_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_496_ma65_148_to_264	4e-07	117	gi|501690468|ref|WP_012617801.1|	55.2	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L442_2011_2014_bin64_76	dsrA_2	CA-L442_148240_20_16471_17361_-1_ID_66_20_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_486_ma67_26_to_158	1.3e-11	133	gi|501690468|ref|WP_012617801.1|	54.4	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L442_2011_2014_bin64_76	dsrA_2	CA-L442_244829_21_18113_19357_1_ID_2_21_partial_00_start_type_ATG_rbs_motif_AGGAGG_rbs_spacer_5-10bp_gc_cont_0_497_ma66_78_to_410	6.9e-123	333	gi|501500758|ref|WP_012508991.1|	86.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L442_2011_2014_bin64_76	dsrA_2	CA-L442_148240_20_16471_17361_-1_ID_66_20_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_486_ma68_175_to_290	8.9e-08	116	gi|501690468|ref|WP_012617801.1|	54.4	Methanosphaerula palustris	Methanosphaerula	Methanoregulaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea
L442_2011_2014_bin64_76	dsrA_2	CA-L442_244829_22_19461_20540_1_ID_2_22_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_519_ma69_56_to_355	1.2e-17	300	gi|752833637|ref|WP_041469939.1|	90.3	Chlorobium phaeovibrioides	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
L442_2014_15m_009_78	dsrA_2	L442-2014-15m_1468_5_5891_7720_-1_ID_91_5_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_649_ma72_66_to_197	2.6e-05	132			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L442_2014_15m_009_78	dsrA_2	L442-2014-15m_946_1_3_2396_-1_ID_51_1_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_683_ma71_366_to_448	0.00092	83			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L442_2014_15m_009_78	dsrA_2	L442-2014-15m_946_1_3_2396_-1_ID_51_1_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_683_ma70_57_to_184	4.5e-06	128			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L442_2014_15m_012_79	dsrA_2	L442-2014-15m_22313_2_127_1200_1_ID_705_2_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_533_ma73_67_to_343	1.5e-11	277	gi|760071474|ref|WP_043754279.1|	87.6	Thiorhodococcus sp. AK35	Thiorhodococcus	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_13_0	rpoB_3	CA-L227-2013_240288_2_1601_2971_1_ID_210_2_partial_01_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_615_ma1_14_to_457	1.8e-208	444	gi|655965035|ref|WP_029007686.1|	95.4	Azospirillum halopraeferens	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_13_0	rpoB_3	CA-L227-2013_175372_6_5914_6288_-1_ID_150_6_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_672_ma3_1_to_102	1.1e-34	102	gi|780530902|ref|WP_045581804.1|	79.7	Azospirillum thiophilum	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_13_0	rpoB_3	CA-L227-2013_240288_1_2_1576_1_ID_210_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_648_ma0_1_to_521	3e-258	521	gi|737706216|ref|WP_035675062.1|	84.2	Azospirillum brasilense	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_13_0	rpoB_3	CA-L227-2013_250274_5_2188_2811_1_ID_219_5_partial_01_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_604_ma2_3_to_208	2.6e-86	206	gi|780530899|ref|WP_045581803.1|	96.2	Azospirillum thiophilum	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_15_1	rpoB_3	CA-L227-2013_4649_1_2_139_1_ID_6_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_406_ma7_1_to_43	2.3e-18	43	gi|786209610|ref|WP_045750583.1|	100.0	Candidatus Methylopumilus turicensis	Candidatus Methylopumilus	Methylophilaceae	Methylophilales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_15_1	rpoB_3	CA-L227-2013_4649_2_179_4426_1_ID_6_2_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_452_ma6_991_to_1377	8.7e-113	387	gi|786209614|ref|WP_045750584.1|	99.3	Candidatus Methylopumilus turicensis	Candidatus Methylopumilus	Methylophilaceae	Methylophilales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_15_1	rpoB_3	CA-L227-2013_118288_8_3854_7714_1_ID_137_8_partial_01_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_437_ma4_2_to_1287	0	1286	gi|786209610|ref|WP_045750583.1|	97.6	Candidatus Methylopumilus turicensis	Candidatus Methylopumilus	Methylophilaceae	Methylophilales	Betaproteobacteria	Proteobacteria	Bacteria
