Dataset	HMM Family	ORF	HMM E-val	Aligned Length	Closest Homolog	%id of Closest Homolog	Closest Homolog Species	Closest Homolog Genus	Closest Homolog Family	Closest Homolog Order	Closest Homolog Class	Closest Homolog Phylum	Closest Homolog Superkingdom
CA_L227_2014_106_20	rpoB_3	CA_L227_2014_106__01775_DNA-directed_RNA_polymerase_subunit_beta_ma90_36_to_157	5.2e-28	122	gi|501501080|ref|WP_012509309.1|	92.3	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_20	rpoB_3	CA_L227_2014_106__04118_DNA-directed_RNA_polymerase_subunit_beta_ma88_1079_to_1351	5e-61	273	gi|501501080|ref|WP_012509309.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_20	rpoB_3	CA_L227_2014_106__00368_DNA-directed_RNA_polymerase_subunit_beta_ma82_1138_to_1302	2.3e-102	165	gi|753754217|ref|WP_041526912.1|	96.9	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_20	rpoB_3	CA_L227_2014_106__04118_DNA-directed_RNA_polymerase_subunit_beta_ma85_16_to_241	1.3e-60	226	gi|501501080|ref|WP_012509309.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_20	rpoB_3	CA_L227_2014_106__04117_DNA-directed_RNA_polymerase_subunit_beta_ma84_1139_to_1302	2.3e-102	164	gi|753754217|ref|WP_041526912.1|	96.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_20	rpoB_3	CA_L227_2014_106__04118_DNA-directed_RNA_polymerase_subunit_beta_ma87_622_to_1053	2.2e-121	432	gi|501501080|ref|WP_012509309.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_20	rpoB_3	CA_L227_2014_106__04117_DNA-directed_RNA_polymerase_subunit_beta_ma83_13_to_1143	0	1131	gi|753754217|ref|WP_041526912.1|	96.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_108_21	rpoB_3	CA_L227_2014_108__00996_DNA-directed_RNA_polymerase_subunit_beta_ma91_35_to_1012	0	978	gi|500471158|ref|WP_011937992.1|	50.5	Geobacter uraniireducens	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_108_21	rpoB_3	CA_L227_2014_108__00997_DNA-directed_RNA_polymerase_subunit_beta_ma93_1_to_597	3.1e-286	597	gi|496167830|ref|WP_008892337.1|	50.7	Thalassospira profundimaris	Thalassospira	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_108_21	rpoB_3	CA_L227_2014_108__00996_DNA-directed_RNA_polymerase_subunit_beta_ma92_1154_to_1469	7.6e-79	316	gi|500471158|ref|WP_011937992.1|	50.5	Geobacter uraniireducens	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_13_22	rpoB_3	CA_L227_2014_13__00780_DNA-directed_RNA_polymerase_subunit_beta_ma95_14_to_994	0	981	gi|499785124|ref|WP_011465858.1|	96.2	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_13_22	rpoB_3	CA_L227_2014_13__00780_DNA-directed_RNA_polymerase_subunit_beta_ma96_983_to_1376	7.2e-105	394	gi|499785124|ref|WP_011465858.1|	96.2	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_13_22	rpoB_3	CA_L227_2014_13__00779_DNA-directed_RNA_polymerase_subunit_beta_ma94_3_to_1368	0	1366	gi|754171335|ref|WP_041790955.1|	93.2	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_24_23	rpoB_3	CA_L227_2014_24__02485_DNA-directed_RNA_polymerase_subunit_beta_ma97_5_to_1372	0	1368	gi|499735472|ref|WP_011416206.1|	73.5	Syntrophus aciditrophicus	Syntrophus	Syntrophaceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_24_23	rpoB_3	CA_L227_2014_24__02486_DNA-directed_RNA_polymerase_subunit_beta_ma98_12_to_976	0	965	gi|499735473|ref|WP_011416207.1|	84.8	Syntrophus aciditrophicus	Syntrophus	Syntrophaceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_24_23	rpoB_3	CA_L227_2014_24__02486_DNA-directed_RNA_polymerase_subunit_beta_ma99_991_to_1356	3.3e-113	366	gi|499735473|ref|WP_011416207.1|	84.8	Syntrophus aciditrophicus	Syntrophus	Syntrophaceae	Syntrophobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_37_24	rpoB_3	CA_L227_2014_37__02525_DNA-directed_RNA_polymerase_subunit_beta_ma101_9_to_987	0	979	gi|652888116|ref|WP_027148068.1|	93.6	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_37_24	rpoB_3	CA_L227_2014_37__02525_DNA-directed_RNA_polymerase_subunit_beta_ma102_980_to_1370	3.2e-105	391	gi|652888116|ref|WP_027148068.1|	93.6	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_37_24	rpoB_3	CA_L227_2014_37__02526_DNA-directed_RNA_polymerase_subunit_beta_ma100_2_to_1362	0	1361	gi|652905754|ref|WP_027159761.1|	92.2	Methylobacter luteus	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_4_25	rpoB_3	CA_L227_2014_4__00489_DNA-directed_RNA_polymerase_subunit_beta_ma104_1085_to_1252	1.2e-98	168	gi|494040793|ref|WP_006982917.1|	87.4	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_4_25	rpoB_3	CA_L227_2014_4__00490_DNA-directed_RNA_polymerase_subunit_beta_ma106_1011_to_1353	7.2e-107	343	gi|757171833|ref|WP_042725921.1|	81.0	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_4_25	rpoB_3	CA_L227_2014_4__00489_DNA-directed_RNA_polymerase_subunit_beta_ma103_4_to_1086	0	1083	gi|494040793|ref|WP_006982917.1|	87.4	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_4_25	rpoB_3	CA_L227_2014_4__00490_DNA-directed_RNA_polymerase_subunit_beta_ma105_19_to_979	0	961	gi|757171833|ref|WP_042725921.1|	81.0	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_26	rpoB_3	CA_L227_2014_46__00955_DNA-directed_RNA_polymerase_subunit_beta_ma107_4_to_1086	0	1083	gi|1125751290|ref|WP_075078960.1|	84.6	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_26	rpoB_3	CA_L227_2014_46__00955_DNA-directed_RNA_polymerase_subunit_beta_ma108_1085_to_1255	3.5e-98	171	gi|1125751290|ref|WP_075078960.1|	84.6	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_26	rpoB_3	CA_L227_2014_46__01214_DNA-directed_RNA_polymerase_subunit_beta_ma109_1_to_606	4.3e-209	606	gi|1125751291|ref|WP_075078961.1|	82.7	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_46_26	rpoB_3	CA_L227_2014_46__01214_DNA-directed_RNA_polymerase_subunit_beta_ma110_633_to_993	3.2e-106	361	gi|1125751291|ref|WP_075078961.1|	82.7	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_49_27	rpoB_3	CA_L227_2014_49__01313_DNA-directed_RNA_polymerase_subunit_beta_ma112_2_to_248	2.7e-84	247	gi|501045197|ref|WP_012097004.1|	91.1	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_49_27	rpoB_3	CA_L227_2014_49__03350_DNA-directed_RNA_polymerase_subunit_beta_ma111_1_to_451	2.2e-195	451	gi|501045198|ref|WP_012097005.1|	81.9	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Deltaproteobacteria	Proteobacteria	Bacteria
CA_L227_2014_52_28	rpoB_3	CA_L227_2014_52__00728_DNA-directed_RNA_polymerase_subunit_beta_ma114_1012_to_1358	3.7e-105	347	gi|1125751291|ref|WP_075078961.1|	83.4	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_52_28	rpoB_3	CA_L227_2014_52__00728_DNA-directed_RNA_polymerase_subunit_beta_ma113_20_to_980	0	961	gi|1125751291|ref|WP_075078961.1|	83.4	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2014_61_29	rpoB_3	CA_L227_2014_61__00119_DNA-directed_RNA_polymerase_subunit_beta_ma119_1298_to_1416	2.4e-25	119	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_61_29	rpoB_3	CA_L227_2014_61__00119_DNA-directed_RNA_polymerase_subunit_beta_ma118_1025_to_1293	2e-69	269	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_61_29	rpoB_3	CA_L227_2014_61__00120_DNA-directed_RNA_polymerase_subunit_beta_ma115_3_to_1109	0	1107	gi|1011118163|ref|WP_062040024.1|	84.1	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_61_29	rpoB_3	CA_L227_2014_61__00119_DNA-directed_RNA_polymerase_subunit_beta_ma117_10_to_1000	0	991	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_61_29	rpoB_3	CA_L227_2014_61__00120_DNA-directed_RNA_polymerase_subunit_beta_ma116_1109_to_1266	2.2e-93	158	gi|1011118163|ref|WP_062040024.1|	84.1	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_30	rpoB_3	CA_L227_2014_88__01910_DNA-directed_RNA_polymerase_subunit_beta_ma122_9_to_997	0	989	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_30	rpoB_3	CA_L227_2014_88__01911_DNA-directed_RNA_polymerase_subunit_beta_ma121_1105_to_1268	2.2e-96	164	gi|1011118163|ref|WP_062040024.1|	83.7	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_30	rpoB_3	CA_L227_2014_88__01911_DNA-directed_RNA_polymerase_subunit_beta_ma120_4_to_1109	0	1106	gi|1011118163|ref|WP_062040024.1|	83.7	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_30	rpoB_3	CA_L227_2014_88__01910_DNA-directed_RNA_polymerase_subunit_beta_ma123_1025_to_1292	8.5e-68	268	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_88_30	rpoB_3	CA_L227_2014_88__01910_DNA-directed_RNA_polymerase_subunit_beta_ma124_1297_to_1415	1e-24	119	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_92_31	rpoB_3	CA_L227_2014_92__00864_DNA-directed_RNA_polymerase_subunit_beta_ma129_6_to_205	1.5e-53	200	gi|501501080|ref|WP_012509309.1|	94.3	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_31	rpoB_3	CA_L227_2014_92__00780_DNA-directed_RNA_polymerase_subunit_beta_ma127_1024_to_1298	4.6e-61	275	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_31	rpoB_3	CA_L227_2014_92__00780_DNA-directed_RNA_polymerase_subunit_beta_ma128_1299_to_1424	1.7e-26	126	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_31	rpoB_3	CA_L227_2014_92__00780_DNA-directed_RNA_polymerase_subunit_beta_ma126_563_to_999	3.2e-122	437	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_31	rpoB_3	CA_L227_2014_92__00780_DNA-directed_RNA_polymerase_subunit_beta_ma125_1_to_542	9.3e-202	542	gi|501501080|ref|WP_012509309.1|	95.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_92_31	rpoB_3	CA_L227_2014_92__00864_DNA-directed_RNA_polymerase_subunit_beta_ma130_206_to_331	1.6e-27	126	gi|501501080|ref|WP_012509309.1|	94.3	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_12_32	rpoB_3	CA_L442_12__00866_DNA-directed_RNA_polymerase_subunit_beta_ma134_40_to_205	5e-100	166	gi|1072770922|ref|WP_069960791.1|	98.1	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_12_32	rpoB_3	CA_L442_12__00865_DNA-directed_RNA_polymerase_subunit_beta_ma131_20_to_986	0	967	gi|1072770921|ref|WP_069960790.1|	95.6	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_12_32	rpoB_3	CA_L442_12__00865_DNA-directed_RNA_polymerase_subunit_beta_ma132_1002_to_1354	3e-101	353	gi|1072770921|ref|WP_069960790.1|	95.6	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_12_32	rpoB_3	CA_L442_12__00866_DNA-directed_RNA_polymerase_subunit_beta_ma133_1_to_43	1.4e-24	43	gi|1072770922|ref|WP_069960791.1|	98.1	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L442_14_33	rpoB_3	CA_L442_14__03164_DNA-directed_RNA_polymerase_subunit_beta_ma137_92_to_480	2.3e-118	389	gi|980980312|ref|WP_059398869.1|	84.4	Azospirillum brasilense	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L442_14_33	rpoB_3	CA_L442_14__02453_DNA-directed_RNA_polymerase_subunit_beta_ma135_1_to_1371	0	1371	gi|655965036|ref|WP_029007687.1|	85.0	Azospirillum halopraeferens	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L442_14_33	rpoB_3	CA_L442_14__03164_DNA-directed_RNA_polymerase_subunit_beta_ma136_1_to_95	4.3e-31	95	gi|980980312|ref|WP_059398869.1|	84.4	Azospirillum brasilense	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L442_15_34	rpoB_3	CA_L442_15__00306_DNA-directed_RNA_polymerase_subunit_beta_ma138_11_to_290	5.1e-110	280	gi|1122357524|ref|WP_074041571.1|	69.6	Kiritimatiella glycovorans	Kiritimatiella	Kiritimatiellaceae	Kiritimatiellales	Kiritimatiellae	Kiritimatiellaeota	Bacteria
CA_L442_15_34	rpoB_3	CA_L442_15__00306_DNA-directed_RNA_polymerase_subunit_beta_ma139_282_to_652	1.4e-100	371	gi|1122357524|ref|WP_074041571.1|	69.6	Kiritimatiella glycovorans	Kiritimatiella	Kiritimatiellaceae	Kiritimatiellales	Kiritimatiellae	Kiritimatiellaeota	Bacteria
CA_L442_18_35	rpoB_3	CA_L442_18__00667_DNA-directed_RNA_polymerase_subunit_beta_ma140_6_to_1073	0	1068	gi|1011634595|ref|WP_062484672.1|	56.1	Candidatus Nitrospira inopinata	Nitrospira	Nitrospiraceae	Nitrospirales	Nitrospira	Nitrospirae	Bacteria
CA_L442_18_35	rpoB_3	CA_L442_18__00667_DNA-directed_RNA_polymerase_subunit_beta_ma141_1073_to_1258	9.8e-104	186	gi|1011634595|ref|WP_062484672.1|	56.1	Candidatus Nitrospira inopinata	Nitrospira	Nitrospiraceae	Nitrospirales	Nitrospira	Nitrospirae	Bacteria
CA_L442_18_35	rpoB_3	CA_L442_18__01840_DNA-directed_RNA_polymerase_subunit_beta_ma143_897_to_1239	2.9e-106	343	gi|757171833|ref|WP_042725921.1|	61.5	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_18_35	rpoB_3	CA_L442_18__01840_DNA-directed_RNA_polymerase_subunit_beta_ma142_2_to_865	0	864	gi|757171833|ref|WP_042725921.1|	61.5	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L442_19_36	rpoB_3	CA_L442_19__02154_DNA-directed_RNA_polymerase_subunit_beta_ma147_2_to_133	1.9e-36	132	gi|1123521508|ref|WP_074239947.1|	83.1	Chitinophaga niabensis	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
CA_L442_19_36	rpoB_3	CA_L442_19__02616_DNA-directed_RNA_polymerase_subunit_beta_ma145_999_to_1268	7.2e-68	270	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L442_19_36	rpoB_3	CA_L442_19__02616_DNA-directed_RNA_polymerase_subunit_beta_ma144_3_to_972	0	970	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L442_19_36	rpoB_3	CA_L442_19__02154_DNA-directed_RNA_polymerase_subunit_beta_ma148_136_to_255	5.9e-24	120	gi|1123521508|ref|WP_074239947.1|	83.1	Chitinophaga niabensis	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
CA_L442_19_36	rpoB_3	CA_L442_19__02616_DNA-directed_RNA_polymerase_subunit_beta_ma146_1297_to_1389	3.4e-24	93	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L442_2_37	rpoB_3	CA_L442_2__00920_DNA-directed_RNA_polymerase_subunit_beta_ma150_14_to_989	0	976	gi|499785124|ref|WP_011465858.1|	95.8	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_2_37	rpoB_3	CA_L442_2__00921_DNA-directed_RNA_polymerase_subunit_beta_ma149_3_to_1368	0	1366	gi|754171335|ref|WP_041790955.1|	93.7	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_2_37	rpoB_3	CA_L442_2__00920_DNA-directed_RNA_polymerase_subunit_beta_ma151_983_to_1374	4.8e-105	392	gi|499785124|ref|WP_011465858.1|	95.8	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_33_38	rpoB_3	CA_L442_33__01006_DNA-directed_RNA_polymerase_subunit_beta_ma156_1031_to_1271	4.6e-62	241	gi|1119903074|ref|WP_072788108.1|	64.3	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_33_38	rpoB_3	CA_L442_33__01006_DNA-directed_RNA_polymerase_subunit_beta_ma154_9_to_148	6.4e-35	140	gi|1119903074|ref|WP_072788108.1|	64.3	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_33_38	rpoB_3	CA_L442_33__01007_DNA-directed_RNA_polymerase_subunit_beta_ma152_221_to_848	1.7e-299	628	gi|1119903072|ref|WP_072788106.1|	59.3	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_33_38	rpoB_3	CA_L442_33__01006_DNA-directed_RNA_polymerase_subunit_beta_ma155_238_to_1030	9.7e-260	793	gi|1119903074|ref|WP_072788108.1|	64.3	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_33_38	rpoB_3	CA_L442_33__01007_DNA-directed_RNA_polymerase_subunit_beta_ma153_849_to_1166	8.1e-154	318	gi|1119903072|ref|WP_072788106.1|	59.3	Ferrithrix thermotolerans	Ferrithrix	Acidimicrobiaceae	Acidimicrobiales	Acidimicrobiia	Actinobacteria	Bacteria
CA_L442_60_40	rpoB_3	CA_L442_60__01429_DNA-directed_RNA_polymerase_subunit_beta_ma157_2_to_496	1.1e-136	495	gi|652458287|ref|WP_026853118.1|	91.9	Geothrix fermentans	Geothrix	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria
CA_L442_60_40	rpoB_3	CA_L442_60__01429_DNA-directed_RNA_polymerase_subunit_beta_ma158_524_to_875	2.8e-98	352	gi|652458287|ref|WP_026853118.1|	91.9	Geothrix fermentans	Geothrix	Holophagaceae	Holophagales	Holophagae	Acidobacteria	Bacteria
CA_L442_63_41	rpoB_3	CA_L442_63__01007_DNA-directed_RNA_polymerase_subunit_beta_ma161_804_to_1197	8.8e-105	394	gi|499785124|ref|WP_011465858.1|	94.8	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_41	rpoB_3	CA_L442_63__01007_DNA-directed_RNA_polymerase_subunit_beta_ma160_1_to_814	0	814	gi|499785124|ref|WP_011465858.1|	94.8	Rhodoferax ferrireducens	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_41	rpoB_3	CA_L442_63__01592_DNA-directed_RNA_polymerase_subunit_beta_ma159_1_to_928	0	928	gi|951198495|ref|WP_057674557.1|	93.8	Curvibacter sp. PAE-UM	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_64_1_contigs_42	rpoB_3	CA_L442_64_1_contigs__00739_DNA-directed_RNA_polymerase_subunit_beta_ma163_1137_to_1300	6.7e-102	164	gi|753754217|ref|WP_041526912.1|	93.3	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	rpoB_3	CA_L442_64_1_contigs__00740_DNA-directed_RNA_polymerase_subunit_beta_ma164_16_to_241	8.5e-61	226	gi|501501080|ref|WP_012509309.1|	94.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	rpoB_3	CA_L442_64_1_contigs__00740_DNA-directed_RNA_polymerase_subunit_beta_ma168_1352_to_1475	8.5e-27	124	gi|501501080|ref|WP_012509309.1|	94.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	rpoB_3	CA_L442_64_1_contigs__00740_DNA-directed_RNA_polymerase_subunit_beta_ma165_262_to_595	6.8e-152	334	gi|501501080|ref|WP_012509309.1|	94.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	rpoB_3	CA_L442_64_1_contigs__00740_DNA-directed_RNA_polymerase_subunit_beta_ma167_1077_to_1350	4.8e-61	274	gi|501501080|ref|WP_012509309.1|	94.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	rpoB_3	CA_L442_64_1_contigs__00740_DNA-directed_RNA_polymerase_subunit_beta_ma166_619_to_1052	3e-122	434	gi|501501080|ref|WP_012509309.1|	94.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	rpoB_3	CA_L442_64_1_contigs__00739_DNA-directed_RNA_polymerase_subunit_beta_ma162_12_to_1140	0	1129	gi|753754217|ref|WP_041526912.1|	93.3	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
