genome	metagenome	mapped_reads	coverage_mean	coverage_sd	genome_length_bp	genome_num_contigs	metagenome_total_reads
L227-2013-8m.008	L227-2014-6m	116498	7.21122317532872	5.74419740882639	2526825	206	77902434
L227-2013-8m.008	L442-2011-16-5m	76786	5.16564027979777	6.16075964227127	2526825	206	61146180
CA-L227-2013.65	L227-2013-6m	767514	39.3058749595311	10.6028738971191	3252499	193	53941731
CA-L227-2013.65	L442-2014-15m	764	0.040792633602654	0.451588067351366	3252499	193	54406863
CA-L227-2013.65	L227-2013-8m	210208	11.2774841744763	4.73090402634045	3252499	193	53941011
CA-L227-2013.65	L227-2014-8m	131734	6.65220312135377	3.63320049950967	3252499	193	51774711
CA-L227-2013.65	L227-2014-6m	399650	20.9127307956129	7.05729693858449	3252499	193	77902434
CA-L227-2013.65	L442-2011-16-5m	320	0.017253195158554	0.263498579654484	3252499	193	61146180
L442-2011-16-5m.021	L227-2013-6m	86	0.004356026570694	0.096762673449799	3088365	318	53941731
L442-2011-16-5m.021	L442-2014-15m	23394	1.28842413380543	1.71865332370497	3088365	318	54406863
L442-2011-16-5m.021	L227-2013-8m	76	0.00402316436043	0.095218782596007	3088365	318	53941011
L442-2011-16-5m.021	L227-2014-8m	128	0.006500850773791	0.112924272980976	3088365	318	51774711
L442-2011-16-5m.021	L227-2014-6m	226	0.012118062469948	0.163139727025039	3088365	318	77902434
L442-2011-16-5m.021	L442-2011-16-5m	146250	8.27301371437638	5.11594490034438	3088365	318	61146180
CA-L227-2013.15	L227-2013-6m	38894	5.22021698983172	3.93354562134134	1224297	180	53941731
CA-L227-2013.15	L442-2014-15m	2262	0.32865881399693	0.784805286275171	1224297	180	54406863
CA-L227-2013.15	L227-2013-8m	23832	3.35181577672738	2.89689184620204	1224297	180	53941011
CA-L227-2013.15	L227-2014-8m	44712	5.87240024275155	4.53135973227509	1224297	180	51774711
CA-L227-2013.15	L227-2014-6m	69976	9.53751908237952	6.7722085293303	1224297	180	77902434
CA-L227-2013.15	L442-2011-16-5m	6570	0.959207610571618	1.42816699069287	1224297	180	61146180
CA-L442.18	L227-2013-6m	21612	1.54871624860559	1.8326413393845	2232130	293	53941731
CA-L442.18	L442-2014-15m	47414	3.75238718175017	2.88262775519797	2232130	293	54406863
CA-L442.18	L227-2013-8m	28764	2.22630626352408	2.22092113659799	2232130	293	53941011
CA-L442.18	L227-2014-8m	35268	2.50565603257875	2.44215936148226	2232130	293	51774711
CA-L442.18	L227-2014-6m	25798	1.8621227258269	2.05822617456981	2232130	293	77902434
CA-L442.18	L442-2011-16-5m	82014	6.70907698028341	3.61914966780931	2232130	293	61146180
L227-2013-8m.001	L227-2013-6m	2369193	80.4805779755485	63.7221962883278	4606008	942	53941731
L227-2013-8m.001	L442-2014-15m	7008	0.247678249798958	5.34416541104555	4606008	942	54406863
L227-2013-8m.001	L227-2013-8m	2267328	80.8639094851767	48.6322713201282	4606008	942	53941011
L227-2013-8m.001	L227-2014-8m	2280851	75.2594509171499	48.0890602501001	4606008	942	51774711
L227-2013-8m.001	L227-2014-6m	520779	17.2140942872874	28.6778040581634	4606008	942	77902434
L227-2013-8m.001	L442-2011-16-5m	8528	0.299037474533262	3.54687480519643	4606008	942	61146180
L442-2011-16-5m.018	L227-2013-6m	2320	0.191650530127181	0.918085723465674	1881341	224	53941731
L442-2011-16-5m.018	L442-2014-15m	52858	5.02077879555062	5.92894430725873	1881341	224	54406863
L442-2011-16-5m.018	L227-2013-8m	1536	0.133468626899642	0.653556418618099	1881341	224	53941011
L442-2011-16-5m.018	L227-2014-8m	766	0.061720336717267	0.491747960301314	1881341	224	51774711
L442-2011-16-5m.018	L227-2014-6m	1506	0.129519847810684	1.21899627213983	1881341	224	77902434
L442-2011-16-5m.018	L442-2011-16-5m	127710	12.1240763901919	7.43699939641238	1881341	224	61146180
CA-L442.19	L227-2013-6m	65940	2.88495238745769	2.81503181570032	3747857	445	53941731
CA-L442.19	L442-2014-15m	112626	5.49017451839811	4.36245890900661	3747857	445	54406863
CA-L442.19	L227-2013-8m	75344	3.44360470530226	3.6584169904049	3747857	445	53941011
CA-L442.19	L227-2014-8m	45234	2.02124227258404	2.29070586627436	3747857	445	51774711
CA-L442.19	L227-2014-6m	69608	3.20296985717438	3.01315480377274	3747857	445	77902434
CA-L442.19	L442-2011-16-5m	178322	8.63850648517273	4.48528889551328	3747857	445	61146180
CA-L227-2014.24	L227-2013-6m	39694	2.09327206519854	1.99956058408829	3229520	296	53941731
CA-L227-2014.24	L442-2014-15m	186	0.010228455002601	0.215771003930854	3229520	296	54406863
CA-L227-2014.24	L227-2013-8m	102860	5.62934987242686	3.38412384207205	3229520	296	53941011
CA-L227-2014.24	L227-2014-8m	113958	5.93360468428745	3.48785684812199	3229520	296	51774711
CA-L227-2014.24	L227-2014-6m	159498	8.39660228145359	4.29292438815989	3229520	296	77902434
CA-L227-2014.24	L442-2011-16-5m	310	0.01656159429265	0.41368857435383	3229520	296	61146180
CA-L227-2013.6	L227-2013-6m	162992	8.71427274397559	4.64680528208813	3260193	376	53941731
CA-L227-2013.6	L442-2014-15m	60	0.003161776005286	0.077721085058019	3260193	376	54406863
CA-L227-2013.6	L227-2013-8m	38240	2.14310809206694	1.92865995792372	3260193	376	53941011
CA-L227-2013.6	L227-2014-8m	17024	0.907076973663829	1.27721070759969	3260193	376	51774711
CA-L227-2013.6	L227-2014-6m	52578	2.86412460857379	2.41399682971394	3260193	376	77902434
CA-L227-2013.6	L442-2011-16-5m	1108	0.060901302468903	0.909999503028326	3260193	376	61146180
CA-L227-2013.64	L227-2013-6m	38326	8.47505100022096	3.92790663536107	778428	11	53941731
CA-L227-2013.64	L442-2014-15m	6	0.001189576942248	0.036672737782537	778428	11	54406863
CA-L227-2013.64	L227-2013-8m	51132	11.7903672529765	4.55679989640731	778428	11	53941011
CA-L227-2013.64	L227-2014-8m	910	0.198476930429018	0.585858141866248	778428	11	51774711
CA-L227-2013.64	L227-2014-6m	2536	0.566654847975664	0.97541388288152	778428	11	77902434
CA-L227-2013.64	L442-2011-16-5m	2	0.000344283607476	0.026238322510383	778428	11	61146180
CA-L227-2013.49	L227-2013-6m	272450	12.0436209337841	5.98196233754365	3883617	548	53941731
CA-L227-2013.49	L442-2014-15m	5058	0.223880985174388	0.657625538010882	3883617	548	54406863
CA-L227-2013.49	L227-2013-8m	2148	0.095554479239328	0.416288331003094	3883617	548	53941011
CA-L227-2013.49	L227-2014-8m	34	0.001249093306575	0.049586043397871	3883617	548	51774711
CA-L227-2013.49	L227-2014-6m	550	0.023265167497207	0.275252910460339	3883617	548	77902434
CA-L227-2013.49	L442-2011-16-5m	3078	0.142861409866112	0.490972400526092	3883617	548	61146180
L442-2014-15m.009	L227-2013-6m	8532	0.337016301019843	3.22547676611779	4018951	912	53941731
L442-2014-15m.009	L442-2014-15m	430446	18.0015902159544	10.9752908674954	4018951	912	54406863
L442-2014-15m.009	L227-2013-8m	5558	0.231922708189276	1.8234938224744	4018951	912	53941011
L442-2014-15m.009	L227-2014-8m	6032	0.236908337523896	2.18796684751547	4018951	912	51774711
L442-2014-15m.009	L227-2014-6m	12014	0.487941007491756	4.11987372845649	4018951	912	77902434
L442-2014-15m.009	L442-2011-16-5m	198887	8.88652586209685	10.8520143255419	4018951	912	61146180
CA-L227-2013.67	L227-2013-6m	687458	11.757021771647	5.89107345329622	9368469	1612	53941731
CA-L227-2013.67	L442-2014-15m	148278	2.62477807206279	2.52233601768614	9368469	1612	54406863
CA-L227-2013.67	L227-2013-8m	289668	5.37775265094008	3.5038673474998	9368469	1612	53941011
CA-L227-2013.67	L227-2014-8m	329518	5.78324163745432	3.7638821049457	9368469	1612	51774711
CA-L227-2013.67	L227-2014-6m	451329	7.85601542792104	4.56377697311425	9368469	1612	77902434
CA-L227-2013.67	L442-2011-16-5m	4428	0.084214293712238	1.29462632473221	9368469	1612	61146180
CA-L227-2013.48	L227-2013-6m	45916	3.34308483906126	2.61929853872349	2288262	412	53941731
CA-L227-2013.48	L442-2014-15m	16	0.001352554908485	0.04960583968764	2288262	412	54406863
CA-L227-2013.48	L227-2013-8m	64876	5.07641388966823	3.19124373017168	2288262	412	53941011
CA-L227-2013.48	L227-2014-8m	53752	4.00660938301646	2.92188554039436	2288262	412	51774711
CA-L227-2013.48	L227-2014-6m	28332	2.09536276877386	2.07157727541641	2288262	412	77902434
CA-L227-2013.48	L442-2011-16-5m	208	0.016304077068098	0.622054855640047	2288262	412	61146180
CA-L227-2013.83	L227-2013-6m	58646	2.19077402659028	2.02699794560934	4552040	379	53941731
CA-L227-2013.83	L442-2014-15m	220	0.008694123953217	0.134771182917235	4552040	379	54406863
CA-L227-2013.83	L227-2013-8m	313562	12.2043808929623	5.13821605118865	4552040	379	53941011
CA-L227-2013.83	L227-2014-8m	226692	8.58046436323055	4.24631729560565	4552040	379	51774711
CA-L227-2013.83	L227-2014-6m	98486	3.83315897927083	2.67046046608928	4552040	379	77902434
CA-L227-2013.83	L442-2011-16-5m	478	0.018564204180983	0.234074522423384	4552040	379	61146180
CA-L227-2013.13	L227-2013-6m	636262	27.1938799037355	9.6395929202364	4011865	234	53941731
CA-L227-2013.13	L442-2014-15m	2138	0.089280920469657	0.413073160721395	4011865	234	54406863
CA-L227-2013.13	L227-2013-8m	14344	0.618214720585065	1.04525564278086	4011865	234	53941011
CA-L227-2013.13	L227-2014-8m	134	0.005463793023943	0.100608331931834	4011865	234	51774711
CA-L227-2013.13	L227-2014-6m	2986	0.122868291929065	0.875266032527282	4011865	234	77902434
CA-L227-2013.13	L442-2011-16-5m	2748	0.120307637470354	0.458721611650297	4011865	234	61146180
L442-2011-16-5m.008	L227-2013-6m	34698	2.75231008409012	4.54863349490036	1963132	520	53941731
L442-2011-16-5m.008	L442-2014-15m	310509	27.9955718718864	31.5680783176579	1963132	520	54406863
L442-2011-16-5m.008	L227-2013-8m	20226	1.71701953816656	4.36806715513019	1963132	520	53941011
L442-2011-16-5m.008	L227-2014-8m	18120	1.3771829912609	4.35523342775353	1963132	520	51774711
L442-2011-16-5m.008	L227-2014-6m	50190	3.91818481895257	6.57064178633819	1963132	520	77902434
L442-2011-16-5m.008	L442-2011-16-5m	188699	17.3322929889585	11.6805838679676	1963132	520	61146180
CA-L442.57	L227-2013-6m	66085	3.53206340055541	3.36048923783387	3025147	329	53941731
CA-L442.57	L442-2014-15m	28196	1.68345009349959	2.15891326746252	3025147	329	54406863
CA-L442.57	L227-2013-8m	24920	1.41567599855478	2.00909115659061	3025147	329	53941011
CA-L442.57	L227-2014-8m	9518	0.495827475491274	2.10085285312669	3025147	329	51774711
CA-L442.57	L227-2014-6m	6764	0.354613841905864	1.923527374105	3025147	329	77902434
CA-L442.57	L442-2011-16-5m	199994	12.027469739487	6.29785949368513	3025147	329	61146180
CA-L227-2014.52	L227-2013-6m	91574	9.13405065043749	5.86929216172987	1632286	219	53941731
CA-L227-2014.52	L442-2014-15m	12234	1.29827064619803	1.72741654184023	1632286	219	54406863
CA-L227-2014.52	L227-2013-8m	69932	7.21155422517868	4.86396130604767	1632286	219	53941011
CA-L227-2014.52	L227-2014-8m	35660	3.58772175954459	2.84965818890615	1632286	219	51774711
CA-L227-2014.52	L227-2014-6m	53080	5.49987195871312	3.65832009279987	1632286	219	77902434
CA-L227-2014.52	L442-2011-16-5m	11254	1.22715198194434	1.58336631041416	1632286	219	61146180
CA-L227-2014.88	L227-2013-6m	22694	0.889018003336863	1.30751713535637	4121236	151	53941731
CA-L227-2014.88	L442-2014-15m	1138	0.050029651298785	0.500578117718851	4121236	151	54406863
CA-L227-2014.88	L227-2013-8m	8628	0.356356199936136	0.830828165705614	4121236	151	53941011
CA-L227-2014.88	L227-2014-8m	102118	4.06257564478229	2.81773707539691	4121236	151	51774711
CA-L227-2014.88	L227-2014-6m	377744	15.6074646052786	6.12924721476452	4121236	151	77902434
CA-L227-2014.88	L442-2011-16-5m	2330	0.102418788926429	0.418587968774463	4121236	151	61146180
CA-L227-2014.37	L227-2013-6m	70148	3.99507950119711	3.12294740917321	2869831	422	53941731
CA-L227-2014.37	L442-2014-15m	2400	0.144195598974295	0.583912184911231	2869831	422	54406863
CA-L227-2014.37	L227-2013-8m	102336	6.14207108362827	4.14679264325035	2869831	422	53941011
CA-L227-2014.37	L227-2014-8m	338370	19.3827685323631	9.25443674783945	2869831	422	51774711
CA-L227-2014.37	L227-2014-6m	386686	21.6264996092104	10.3498272216658	2869831	422	77902434
CA-L227-2014.37	L442-2011-16-5m	47010	2.95225537671034	4.03588097263084	2869831	422	61146180
L442_2011_2014_bin64	L227-2013-6m	198	0.014805493363817	0.274578832612089	1900038	128	53941731
L442_2011_2014_bin64	L442-2014-15m	935160	89.1861599610113	48.0334987446807	1900038	128	54406863
L442_2011_2014_bin64	L227-2013-8m	144	0.011576610573052	0.181580982256386	1900038	128	53941011
L442_2011_2014_bin64	L227-2014-8m	132	0.00960770258279	0.188028977691403	1900038	128	51774711
L442_2011_2014_bin64	L227-2014-6m	450	0.031703050149523	0.494511058544978	1900038	128	77902434
L442_2011_2014_bin64	L442-2011-16-5m	9456	0.916300621355994	1.22591909966249	1900038	128	61146180
L227-2014-6m.034	L227-2013-6m	63528	2.51230198369981	8.14434954605118	4177497	840	53941731
L227-2014-6m.034	L442-2014-15m	1146	0.046813678142677	0.304010023589868	4177497	840	54406863
L227-2014-6m.034	L227-2013-8m	49996	2.07766708150838	7.41355968027665	4177497	840	53941011
L227-2014-6m.034	L227-2014-8m	71740	2.82237162588028	7.85721277008999	4177497	840	51774711
L227-2014-6m.034	L227-2014-6m	172144	7.16978731522728	5.38743850788066	4177497	840	77902434
L227-2014-6m.034	L442-2011-16-5m	13708	0.582164631117629	1.24169263674332	4177497	840	61146180
CA-L227-2013.3	L227-2013-6m	105122	5.09698929070698	3.20771611621258	3434307	354	53941731
CA-L227-2013.3	L442-2014-15m	18	0.000857232623641	0.038699813983222	3434307	354	54406863
CA-L227-2013.3	L227-2013-8m	214116	10.840819705402	4.69432547083073	3434307	354	53941011
CA-L227-2013.3	L227-2014-8m	3404	0.165723972842265	0.553793465131549	3434307	354	51774711
CA-L227-2013.3	L227-2014-6m	912	0.04523095925903	0.324963437978969	3434307	354	77902434
CA-L227-2013.3	L442-2011-16-5m	4	0.00014617213895	0.017097455855293	3434307	354	61146180
L227-2014-8m.010	L227-2013-6m	5886	0.38626397625822	1.08759789028799	2449690	430	53941731
L227-2014-8m.010	L442-2014-15m	860	0.059586315003123	0.56320835855505	2449690	430	54406863
L227-2014-8m.010	L227-2013-8m	43604	3.04429825814695	3.72142034084033	2449690	430	53941011
L227-2014-8m.010	L227-2014-8m	206908	13.5089272520196	6.43834130357311	2449690	430	51774711
L227-2014-8m.010	L227-2014-6m	30390	2.05358637215321	2.49225735279346	2449690	430	77902434
L227-2014-8m.010	L442-2011-16-5m	856	0.061319187325743	0.703959118591898	2449690	430	61146180
CA-L227-2014.46	L227-2013-6m	1560	0.140725141298164	0.500454798844636	1928369	286	53941731
CA-L227-2014.46	L442-2014-15m	20	0.001710253587358	0.052968552764349	1928369	286	54406863
CA-L227-2014.46	L227-2013-8m	2094	0.192678372240997	0.569948879217038	1928369	286	53941011
CA-L227-2014.46	L227-2014-8m	68108	6.08742154639491	3.51162631735112	1928369	286	51774711
CA-L227-2014.46	L227-2014-6m	41074	3.75479589227995	2.65447868680299	1928369	286	77902434
CA-L227-2014.46	L442-2011-16-5m	14	0.001314063853962	0.050494093414679	1928369	286	61146180
L227-2013-8m.005	L227-2013-6m	73750	5.3285860838537	8.84075218696881	2242000	433	53941731
L227-2013-8m.005	L442-2014-15m	1576	0.119381801962533	1.3927413015857	2242000	433	54406863
L227-2013-8m.005	L227-2013-8m	184973	14.3491726137377	9.9362426845386	2242000	433	53941011
L227-2013-8m.005	L227-2014-8m	130130	9.57508429973238	9.35655904239671	2242000	433	51774711
L227-2013-8m.005	L227-2014-6m	90784	6.70067395182872	7.72186343682893	2242000	433	77902434
L227-2013-8m.005	L442-2011-16-5m	2800	0.217600802854594	2.06057641363285	2242000	433	61146180
CA-L442.33	L227-2013-6m	6	0.000880560638209	0.049758360949923	1369582	170	53941731
CA-L442.33	L442-2014-15m	19406	2.39867200357481	2.26775594135217	1369582	170	54406863
CA-L442.33	L227-2013-8m	6	0.000699483492044	0.035922367422759	1369582	170	53941011
CA-L442.33	L227-2014-8m	4	0.000508184248917	0.026881044649822	1369582	170	51774711
CA-L442.33	L227-2014-6m	4	0.000324186503619	0.025461115130383	1369582	170	77902434
CA-L442.33	L442-2011-16-5m	67194	8.62301855602658	4.95863231879817	1369582	170	61146180
L227-2014-8m.007	L227-2013-6m	71258	8.00294208074492	6.88979470268575	1457132	108	53941731
L227-2014-8m.007	L442-2014-15m	1018	0.119260300370866	0.615389221412923	1457132	108	54406863
L227-2014-8m.007	L227-2013-8m	54202	6.30953544359742	6.0305911286488	1457132	108	53941011
L227-2014-8m.007	L227-2014-8m	59824	6.75733838801152	5.98447279705978	1457132	108	51774711
L227-2014-8m.007	L227-2014-6m	108064	12.4190121416591	10.6594690583259	1457132	108	77902434
L227-2014-8m.007	L442-2011-16-5m	2036	0.242114647128743	1.25801734329446	1457132	108	61146180
CA-L227-2014.106	L304_S_6D	38	0.000519110171204	0.055806740299067	4380573	533	10246102
CA-L227-2014.106	L227-2013-6m	45734	1.63088892708785	1.92132969318075	4380573	533	53941731
CA-L227-2014.106	L442-2014-15m	392	0.014516822342648	0.281030259998923	4380573	533	54406863
CA-L227-2014.106	L227-2013-8m	442174	16.9886167859775	7.69254740915883	4380573	533	53941011
CA-L227-2014.106	L227-2014-8m	157584	5.66872689942617	3.69090513422593	4380573	533	51774711
CA-L227-2014.106	L227-2014-6m	790695	28.9103651508604	11.926858563254	4380573	533	77902434
CA-L227-2014.106	L227_S_6D	162	0.002355856185937	0.124099384230018	4380573	533	11560348
CA-L227-2014.106	L442-2011-16-5m	186	0.006910968040026	0.202089211755715	4380573	533	61146180
CA-L227-2014.92	L304_S_6D	22	0.000607664175602	0.067330514502078	2234787	510	10246102
CA-L227-2014.92	L227-2013-6m	13578	0.975076371931643	1.49463722070506	2234787	510	53941731
CA-L227-2014.92	L442-2014-15m	452	0.031826746799583	0.858269401980303	2234787	510	54406863
CA-L227-2014.92	L227-2013-8m	45632	3.55341023551685	2.92651142418275	2234787	510	53941011
CA-L227-2014.92	L227-2014-8m	45886	3.2199560853003	2.79222930564584	2234787	510	51774711
CA-L227-2014.92	L227-2014-6m	342788	24.9555877137284	12.4071462515382	2234787	510	77902434
CA-L227-2014.92	L227_S_6D	44	0.001292293180513	0.082629408959343	2234787	510	11560348
CA-L227-2014.92	L442-2011-16-5m	90	0.006259656960596	0.228940415246232	2234787	510	61146180
L227_S_6D.003	L304_S_6D	112	0.00225122799876	0.128613816089998	5660022	160	10246102
L227_S_6D.003	L227-2013-6m	176	0.005217294208397	0.097371582728335	5660022	160	53941731
L227_S_6D.003	L442-2014-15m	0	NA	NA	5660022	160	54406863
L227_S_6D.003	L227-2013-8m	1334	0.039424758419667	0.31056188018502	5660022	160	53941011
L227_S_6D.003	L227-2014-8m	380	0.010640418005442	0.150214044559989	5660022	160	51774711
L227_S_6D.003	L227-2014-6m	956	0.028502716067181	0.339825705095748	5660022	160	77902434
L227_S_6D.003	L227_S_6D	1389401	29.6798360501072	8.44574439390364	5660022	160	11560348
L227_S_6D.003	L442-2011-16-5m	0	NA	NA	5660022	160	61146180
L227_S_6D.002	L304_S_6D	30	0.000542355117931	0.034191904732317	5999759	93	10246102
L227_S_6D.002	L227-2013-6m	5090	0.134118720435271	0.506438778178457	5999759	93	53941731
L227_S_6D.002	L442-2014-15m	22	0.000631025346185	0.031622389041383	5999759	93	54406863
L227_S_6D.002	L227-2013-8m	50356	1.35952727434552	1.88190187673125	5999759	93	53941011
L227_S_6D.002	L227-2014-8m	26583	0.694727738230819	1.23952499977564	5999759	93	51774711
L227_S_6D.002	L227-2014-6m	80785	2.21304222386266	2.54644930014167	5999759	93	77902434
L227_S_6D.002	L227_S_6D	1994062	39.9958861680944	9.04942353912178	5999759	93	11560348
L227_S_6D.002	L442-2011-16-5m	44	0.001171047037056	0.048339662304835	5999759	93	61146180
L304_enr_S_6D_bin01	L304_S_6D	7684326	353.821454562429	57.8343685793859	2613542	15	10246102
L304_enr_S_6D_bin01	L227_S_6D	62	0.001759298300926	0.081434524190167	2613542	15	11560348
CA-L227-2013.18	L304_S_6D	0	NA	NA	2943917	514	10246102
CA-L227-2013.18	L227_S_6D	0	NA	NA	2943917	514	11560348
CA-L442.72	L304_S_6D	0	NA	NA	3231354	605	10246102
CA-L442.72	L227_S_6D	0	NA	NA	3231354	605	11560348
L442-2011-16-5m.003	L304_S_6D	0	NA	NA	1631912	215	10246102
L442-2011-16-5m.003	L227_S_6D	350	0.020057454078406	1.07867504353554	1631912	215	11560348
L227-2014-6m.012	L304_S_6D	0	NA	NA	1359170	136	10246102
L227-2014-6m.012	L227_S_6D	0	NA	NA	1359170	136	11560348
CA-L442.15	L304_S_6D	0	NA	NA	3477824	946	10246102
CA-L442.15	L227_S_6D	0	NA	NA	3477824	946	11560348
L227-2014-6m.005	L304_S_6D	0	NA	NA	1499446	125	10246102
L227-2014-6m.005	L227_S_6D	0	NA	NA	1499446	125	11560348
CA-L442.92	L304_S_6D	0	NA	NA	2975277	529	10246102
CA-L442.92	L227_S_6D	0	NA	NA	2975277	529	11560348
L227-2013-6m.007	L304_S_6D	0	NA	NA	3524415	381	10246102
L227-2013-6m.007	L227_S_6D	86	0.002909419009963	0.061407548123918	3524415	381	11560348
CA-L227-2013.51	L304_S_6D	0	NA	NA	4077329	399	10246102
CA-L227-2013.51	L227_S_6D	2	6.18051670591213E-05	0.010435086246868	4077329	399	11560348
L227_enr_S_6D_bin01	L304_S_6D	110	0.003363387060824	0.12720287588208	2498969	13	10246102
L227_enr_S_6D_bin01	L227_S_6D	5152856	245.683158134415	45.4240040181704	2498969	13	11560348
CA-L227-2014.4	L304_S_6D	0	NA	NA	2308906	209	10246102
CA-L227-2014.4	L227_S_6D	0	NA	NA	2308906	209	11560348
L442-2011-16-5m.015	L304_S_6D	0	NA	NA	1473931	338	10246102
L442-2011-16-5m.015	L227_S_6D	0	NA	NA	1473931	338	11560348
CA-L442.14	L304_S_6D	0	NA	NA	3186168	453	10246102
CA-L442.14	L227_S_6D	0	NA	NA	3186168	453	11560348
CA-L227-2014.108	L304_S_6D	0	NA	NA	1420445	175	10246102
CA-L227-2014.108	L227_S_6D	0	NA	NA	1420445	175	11560348
L227-2014-6m.013	L304_S_6D	0	NA	NA	2598018	129	10246102
L227-2014-6m.013	L227_S_6D	0	NA	NA	2598018	129	11560348
CA-L227-2014.61	L304_S_6D	0	NA	NA	4482382	138	10246102
CA-L227-2014.61	L227_S_6D	0	NA	NA	4482382	138	11560348
L227_2013_bin22	L304_S_6D	60	0.001498979143514	0.10586040289537	2553738	57	10246102
L227_2013_bin22	L227_S_6D	80	0.001929720276708	0.09314981567225	2553738	57	11560348
CA-L442.84	L304_S_6D	0	NA	NA	3545604	224	10246102
CA-L442.84	L227_S_6D	0	NA	NA	3545604	224	11560348
L227-2014-6m.011	L304_S_6D	0	NA	NA	3795583	1072	10246102
L227-2014-6m.011	L227_S_6D	0	NA	NA	3795583	1072	11560348
L442-2014-15m.004	L304_S_6D	0	NA	NA	2740713	511	10246102
L442-2014-15m.004	L227_S_6D	2	4.23247527194566E-05	0.009200420910998	2740713	511	11560348
CA-L442.71	L304_S_6D	0	NA	NA	2149082	509	10246102
CA-L442.71	L227_S_6D	0	NA	NA	2149082	509	11560348
CA-L227-2014.13	L304_S_6D	0	NA	NA	3501019	559	10246102
CA-L227-2014.13	L227_S_6D	0	NA	NA	3501019	559	11560348
L442-2014-15m.013	L304_S_6D	0	NA	NA	3275600	990	10246102
L442-2014-15m.013	L227_S_6D	0	NA	NA	3275600	990	11560348
L227-2014-6m.006	L304_S_6D	0	NA	NA	3649552	747	10246102
L227-2014-6m.006	L227_S_6D	10	0.000187420264186	0.033039461402446	3649552	747	11560348
CA-L227-2013.23	L304_S_6D	0	NA	NA	2320130	181	10246102
CA-L227-2013.23	L227_S_6D	0	NA	NA	2320130	181	11560348
L442-2014-15m.012	L304_S_6D	0	NA	NA	3237133	1057	10246102
L442-2014-15m.012	L227_S_6D	0	NA	NA	3237133	1057	11560348
CA-L442.70	L304_S_6D	0	NA	NA	2581937	130	10246102
CA-L442.70	L227_S_6D	0	NA	NA	2581937	130	11560348
CA-L442.2	L304_S_6D	0	NA	NA	2973822	474	10246102
CA-L442.2	L227_S_6D	0	NA	NA	2973822	474	11560348
CA-L442.63	L304_S_6D	0	NA	NA	3733343	731	10246102
CA-L442.63	L227_S_6D	0	NA	NA	3733343	731	11560348
CA-L227-2013.31	L304_S_6D	0	NA	NA	7668099	986	10246102
CA-L227-2013.31	L227_S_6D	0	NA	NA	7668099	986	11560348
L442-2011-16-5m.005	L304_S_6D	0	NA	NA	2960572	484	10246102
L442-2011-16-5m.005	L227_S_6D	0	NA	NA	2960572	484	11560348
L227_2013_bin56	L304_S_6D	46	0.001381828760412	0.105658561454345	2089984	140	10246102
L227_2013_bin56	L227_S_6D	88	0.00266222133758	0.111538606389732	2089984	140	11560348
CA-L227-2014.49	L304_S_6D	0	NA	NA	3622852	287	10246102
CA-L227-2014.49	L227_S_6D	0	NA	NA	3622852	287	11560348
CA-L442.74	L304_S_6D	34	0.000955016877296	0.080852164469466	2188443	282	10246102
CA-L442.74	L227_S_6D	286	0.008602463029652	0.238105517122839	2188443	282	11560348
CA-L442.75	L304_S_6D	0	NA	NA	3804011	188	10246102
CA-L442.75	L227_S_6D	2	6.62458652196326E-05	0.008138887769134	3804011	188	11560348
CA-L442.82	L304_S_6D	0	NA	NA	4569773	837	10246102
CA-L442.82	L227_S_6D	0	NA	NA	4569773	837	11560348
L227-2014-6m.015	L304_S_6D	0	NA	NA	1061761	63	10246102
L227-2014-6m.015	L227_S_6D	702	0.075633781990486	3.20750361539202	1061761	63	11560348
CA-L227-2013.30	L304_S_6D	0	NA	NA	2739537	153	10246102
CA-L227-2013.30	L227_S_6D	0	NA	NA	2739537	153	11560348
CA-L227-2013.78	L304_S_6D	0	NA	NA	4016155	176	10246102
CA-L227-2013.78	L227_S_6D	0	NA	NA	4016155	176	11560348
CA-L442.12	L304_S_6D	0	NA	NA	3852327	423	10246102
CA-L442.12	L227_S_6D	0	NA	NA	3852327	423	11560348
L227-2014-8m.009	L304_S_6D	0	NA	NA	3471260	998	10246102
L227-2014-8m.009	L227_S_6D	0	NA	NA	3471260	998	11560348
L227_2013_bin55	L304_S_6D	86	0.00221183461727	0.118173760093784	2380829	208	10246102
L227_2013_bin55	L227_S_6D	112	0.003171164329736	0.146204585799164	2380829	208	11560348
CA-L442.60	L304_S_6D	0	NA	NA	2990753	578	10246102
CA-L442.60	L227_S_6D	0	NA	NA	2990753	578	11560348
L442-2011-16-5m.006	L304_S_6D	0	NA	NA	3305953	125	10246102
L442-2011-16-5m.006	L227_S_6D	6	0.000201454769623	0.017667021761253	3305953	125	11560348
L442-2011-16-5m.007	L304_S_6D	0	NA	NA	2180450	336	10246102
L442-2011-16-5m.007	L227_S_6D	0	NA	NA	2180450	336	11560348
CA-L227-2013.43	L304_S_6D	0	NA	NA	4814546	309	10246102
CA-L227-2013.43	L227_S_6D	0	NA	NA	4814546	309	11560348
L227-2013-8m.008	L304_S_6D	0	NA	NA	2526825	206	10246102
L227-2013-8m.008	L227_S_6D	0	NA	NA	2526825	206	11560348
CA-L227-2013.65	L304_S_6D	0	NA	NA	3252499	193	10246102
CA-L227-2013.65	L227_S_6D	18	0.000642582826313	0.027292130962733	3252499	193	11560348
