"query_name"	"subject_name"	"qseqid"	"sseqid"	"pident"	"evalue"	"qcovhsp"	"bitscore"	"gene_name"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508992.1"	"WP_012475252.1"	72.973	7.39e-58	100	171	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508987.1"	"WP_011744042.1"	89.916	5.8e-79	100	225	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508987.1"	"WP_012475247.1"	84.874	7.63e-74	100	212	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508980.1"	"WP_011744049.1"	65.891	6.15e-131	100	368	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508980.1"	"WP_012475240.1"	61.776	3.08e-121	100	343	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508980.1"	"WP_011744029.1"	42.029	4.1e-45	80	155	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506891.1"	"WP_012475230.1"	80.933	0	100	1286	"qmoB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508989.1"	"WP_011744040.1"	79.066	0	100	986	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508989.1"	"WP_012475249.1"	41.166	2.7e-158	99	462	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506894.1"	"WP_012475231.1"	92.249	0	100	1293	"aprA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508994.1"	"WP_011744035.1"	80.769	1.99e-44	100	135	"tusA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508982.1"	"WP_012475242.1"	85.455	0	100	1004	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508982.1"	"WP_011744047.1"	83.394	0	99	992	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508993.1"	"WP_011744036.1"	67.478	0	99	641	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508993.1"	"WP_012475253.1"	62.851	0	100	590	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_041526868.1"	"WP_011744043.1"	81.746	2.11e-73	100	212	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_041526868.1"	"WP_012475246.1"	82.5	1.3e-70	95	204	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508991.1"	"WP_011744038.1"	86.091	0	100	774	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508991.1"	"WP_012475251.1"	75.318	0	94	664	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508990.1"	"WP_011744039.1"	92.201	0	100	709	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508990.1"	"WP_012475250.1"	75.766	0	100	608	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506895.1"	"WP_012475232.1"	96.429	6.73e-103	100	287	"aprB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508985.1"	"WP_011744044.1"	76.289	3.33e-52	100	156	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508985.1"	"WP_012475245.1"	69.072	1.69e-49	100	149	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508571.1"	"WP_011744848.1"	88.462	0	100	1078	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508571.1"	"WP_012474990.1"	85.49	0	100	1020	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508102.1"	"WP_012475782.1"	42.71	1.44e-132	100	389	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508102.1"	"WP_011746332.1"	39.425	8.19e-125	100	369	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508570.1"	"WP_011744849.1"	84.581	1.03e-149	100	413	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508570.1"	"WP_012474989.1"	73.451	1.31e-128	99	360	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506869.1"	"WP_011743944.1"	76.279	0	100	678	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506869.1"	"WP_011744358.1"	73.023	0	100	642	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506869.1"	"WP_012473490.1"	69.767	0	100	616	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506867.1"	"WP_011743942.1"	63.918	6.48e-43	95	132	"soyZ"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506896.1"	"WP_012475233.1"	83.127	0	100	718	"sat"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508569.1"	"WP_011744850.1"	71.613	4.99e-81	80	235	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508569.1"	"WP_012474988.1"	58.065	1.97e-63	79	191	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508979.1"	"WP_012475239.1"	42.969	5.97e-104	99	308	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508979.1"	"WP_011744050.1"	45.431	4.75e-103	99	306	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506868.1"	"WP_011743943.1"	60	2.03e-46	97	143	"fccA"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506866.1"	"WP_011743941.1"	51.163	3.44e-48	89	149	"soyY"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508983.1"	"WP_011744046.1"	68.882	4.6e-178	100	493	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508983.1"	"WP_012475243.1"	67.372	6.04e-174	100	483	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508572.1"	"WP_011744847.1"	85.912	0	100	597	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012508572.1"	"WP_012474991.1"	78.899	0	90	557	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_phaeobacteroides_DSM_266"	"WP_012506890.1"	"WP_012475229.1"	77.354	0	100	655	"qmoC"
"Chl_clathratiforme_BU_1"	"Chl_phaeoferrooxidans_KB01"	"WP_012508571.1"	"WP_076790629.1"	91.084	0	100	1101	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_phaeoferrooxidans_KB01"	"WP_012508102.1"	"WP_076790150.1"	88.843	0	100	912	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_phaeoferrooxidans_KB01"	"WP_012508570.1"	"WP_076790628.1"	85.841	4.95e-152	99	418	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_phaeoferrooxidans_KB01"	"WP_012508569.1"	"WP_076790626.1"	74.684	4.26e-88	81	252	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_phaeoferrooxidans_KB01"	"WP_012508572.1"	"WP_076790639.1"	89.602	0	90	620	"hupS"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508992.1"	"WP_011889299.1"	79.279	1.63e-65	100	189	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508987.1"	"WP_011889304.1"	85.714	7.08e-75	100	214	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508980.1"	"WP_011889311.1"	54.651	7.55e-105	100	300	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508980.1"	"WP_011889292.1"	42.512	7.42e-46	80	156	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508989.1"	"WP_011889302.1"	73.529	0	100	909	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508982.1"	"WP_011889309.1"	80.51	0	99	958	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508993.1"	"WP_011889298.1"	61.136	0	96	556	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_041526868.1"	"WP_011889305.1"	77.5	9.49e-68	95	196	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508991.1"	"WP_011889300.1"	81.055	0	100	723	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508990.1"	"WP_041469939.1"	89.694	0	100	694	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508985.1"	"WP_011889306.1"	64.948	2.89e-44	100	135	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508102.1"	"WP_011889385.1"	81.612	0	100	846	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508102.1"	"WP_041470237.1"	38.604	8.3e-120	100	355	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012506869.1"	"WP_011889271.1"	72.622	0	100	644	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012507601.1"	"WP_011889396.1"	74.872	0	99	950	"soxB"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012507599.1"	"WP_011889398.1"	66.667	2.29e-149	100	416	"soxA"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012507598.1"	"WP_011889399.1"	56.436	7.7e-42	100	129	"soxZ"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012507597.1"	"WP_011889400.1"	64.706	4.31e-76	100	219	"soxY"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012507596.1"	"WP_011889401.1"	60.345	1.14e-51	100	155	"soxX"
"Chl_clathratiforme_BU_1"	"Chl_phaeovibrioides_DSM_265"	"WP_012508983.1"	"WP_011889308.1"	66.465	2.12e-163	100	455	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508992.1"	"NP_661745.1"	72.072	7.66e-59	100	172	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508992.1"	"NP_663123.1"	72.072	7.66e-59	100	172	"dsrC"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508987.1"	"NP_661749.1"	82.353	5.91e-72	100	206	"dsrE"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508980.1"	"NP_663115.1"	62.403	2.79e-114	100	325	"dsrO"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012506891.1"	"NP_661761.1"	80	0	100	1260	"qmoB"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508989.1"	"NP_661748.1"	73.875	0	100	909	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508989.1"	"NP_663121.1"	73.875	0	100	908	"dsrL"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012506894.1"	"NP_661759.1"	92.857	0	100	1297	"aprA"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508982.1"	"NP_663117.1"	85.246	0	99	1004	"dsrK"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508993.1"	"NP_663124.1"	60.965	0	100	575	"dsrN"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_041526868.1"	"NP_661750.1"	82.5	2.95e-72	95	207	"dsrF"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508991.1"	"NP_661746.1"	80.193	0	99	714	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508991.1"	"NP_663122.1"	80.193	0	99	714	"dsrA"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508990.1"	"NP_661747.1"	86.351	0	100	677	"dsrB"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012506895.1"	"NP_661758.1"	97.143	4.05e-102	100	284	"aprB"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508985.1"	"NP_661751.1"	68.367	8.05e-49	100	146	"dsrH"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508571.1"	"NP_661672.1"	83.857	0	83	859	"hupL"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508102.1"	"NP_661023.1"	80	0	100	823	"sqr"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508570.1"	"NP_661673.1"	71.681	3.95e-123	99	345	"hupC"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012506869.1"	"NP_662956.1"	70.864	0	94	577	"fccB"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012507601.1"	"NP_661913.1"	76.884	0	99	967	"soxB"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012507599.1"	"NP_661911.1"	68.512	1.63e-149	100	416	"soxA"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012507598.1"	"NP_661910.1"	56.436	1.26e-41	100	128	"soxZ"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012507597.1"	"NP_661909.1"	68.627	1.23e-80	100	231	"soxY"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012507596.1"	"NP_661908.1"	58.475	6.36e-50	100	151	"soxX"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012506896.1"	"NP_661756.1"	85.36	0	100	734	"sat"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508569.1"	"NP_661675.1"	60.317	7.53e-52	65	160	"hupD"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508979.1"	"NP_663114.1"	44.474	1.43e-103	99	306	"dsrP"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012508983.1"	"NP_663118.1"	67.069	1.61e-165	100	460	"dsrM"
"Chl_clathratiforme_BU_1"	"Chl_tepidum_TLS"	"WP_012506890.1"	"NP_661762.1"	76.59	0	100	644	"qmoC"
"Chl_clathratiforme_BU_1"	"Ignavibacterium_album_JCM_16511_outgroup"	"WP_012508102.1"	"WP_014559967.1"	58.557	0	100	604	"sqr"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_22"	"WP_012508571.1"	"CA-L227-2013_103260_97"	93.357	0	100	1123	"hupL"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_22"	"WP_012508102.1"	"CA-L227-2013_11925_25"	90.083	0	100	928	"sqr"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_22"	"WP_012508570.1"	"CA-L227-2013_103260_98"	85.463	9.9e-148	100	407	"hupC"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_22"	"WP_012508569.1"	"CA-L227-2013_103260_99"	77.215	1.15e-91	81	261	"hupD"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_22"	"WP_012508572.1"	"CA-L227-2013_103260_96"	88.95	0	100	628	"hupS"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508992.1"	"CA-L227-2013_58483_7"	85.586	1.9e-70	100	202	"dsrC"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508987.1"	"CA-L227-2013_58483_12"	90.756	1.66e-78	100	223	"dsrE"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508980.1"	"CA-L227-2013_58483_19"	64.341	7.21e-129	100	362	"dsrO"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508980.1"	"CA-L227-2013_26972_3"	42.512	1.36e-47	80	161	"dsrO"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508989.1"	"CA-L227-2013_58483_10"	82.149	0	99	1019	"dsrL"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508994.1"	"CA-L227-2013_58483_5"	85.897	7.06e-48	100	142	"tusA"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508982.1"	"CA-L227-2013_58483_17"	87.823	0	99	1012	"dsrK"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508993.1"	"CA-L227-2013_58483_6"	67.92	0	99	634	"dsrN"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_041526868.1"	"CA-L227-2013_58483_13"	86.508	4.3e-72	100	207	"dsrF"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508991.1"	"CA-L227-2013_58483_8"	86.571	0	100	774	"dsrA"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508990.1"	"CA-L227-2013_58483_9"	91.086	0	100	708	"dsrB"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508985.1"	"CA-L227-2013_58483_14"	74.227	6.99e-52	100	154	"dsrH"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508571.1"	"CA-L227-2013_4365_2"	95.105	0	100	1139	"hupL"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508102.1"	"CA-L227-2013_177854_14"	90.702	0	100	935	"sqr"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508570.1"	"CA-L227-2013_4365_1"	85.903	2.42e-150	100	414	"hupC"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012506869.1"	"CA-L227-2013_85055_12"	84.419	0	100	739	"fccB"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012506867.1"	"CA-L227-2013_85055_14"	70.588	1.72e-54	100	161	"soyZ"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508569.1"	"CA-L227-2013_151003_1"	79.452	7.15e-86	75	246	"hupD"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508979.1"	"CA-L227-2013_58483_20"	45.455	7.18e-105	100	310	"dsrP"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012506868.1"	"CA-L227-2013_85055_13"	66.667	6.25e-62	100	182	"fccA"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012506866.1"	"CA-L227-2013_85055_15"	61.157	2.14e-53	83	161	"soyY"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508983.1"	"CA-L227-2013_58483_16"	72.81	0	100	517	"dsrM"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_55"	"WP_012508572.1"	"CA-L227-2013_4365_3"	90.884	0	100	640	"hupS"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_56"	"WP_012508571.1"	"CA-L227-2013_45385_4"	93.706	0	100	1124	"hupL"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_56"	"WP_012508102.1"	"CA-L227-2013_116384_4"	89.796	0	91	843	"sqr"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_56"	"WP_012508570.1"	"CA-L227-2013_45385_3"	84.141	4.35e-145	100	400	"hupC"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_56"	"WP_012508569.1"	"CA-L227-2013_45385_2"	74.522	8.27e-87	81	249	"hupD"
"Chl_clathratiforme_BU_1"	"L227_2013_bin_56"	"WP_012508572.1"	"CA-L227-2013_45385_5"	88.611	0	99	611	"hupS"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508992.1"	"L227_S_6D_05964"	82.883	1.12e-68	100	197	"dsrC"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508987.1"	"L227_S_6D_05969"	90.756	3.12e-79	100	225	"dsrE"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508980.1"	"L227_S_6D_05976"	62.016	3.5e-124	100	350	"dsrO"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508980.1"	"L227_S_6D_05955"	41.121	1.25e-47	83	162	"dsrO"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508989.1"	"L227_S_6D_05967"	81.142	0	100	1001	"dsrL"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508994.1"	"L227_S_6D_05961"	84.615	3.56e-46	100	138	"tusA"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508982.1"	"L227_S_6D_05974"	86.9	0	99	1010	"dsrK"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508993.1"	"L227_S_6D_05962"	70.667	0	99	664	"dsrN"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_041526868.1"	"L227_S_6D_05970"	88.596	6.77e-72	90	207	"dsrF"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508991.1"	"L227_S_6D_05965"	87.29	0	100	768	"dsrA"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508990.1"	"L227_S_6D_05966"	91.365	0	100	701	"dsrB"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508985.1"	"L227_S_6D_05971"	67.01	1.74e-47	100	143	"dsrH"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508571.1"	"L227_S_6D_03487"	93.007	0	100	1118	"hupL"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508102.1"	"L227_S_6D_06731"	89.463	0	100	912	"sqr"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508570.1"	"L227_S_6D_03488"	85.841	3.49e-149	99	410	"hupC"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012506869.1"	"L227_S_6D_01761"	84.186	0	100	738	"fccB"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012506867.1"	"L227_S_6D_01763"	67.647	1.33e-48	100	146	"soyZ"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508569.1"	"L227_S_6D_03489"	80.769	1.46e-93	80	266	"hupD"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508979.1"	"L227_S_6D_05977"	46.234	1.69e-109	100	322	"dsrP"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012506868.1"	"L227_S_6D_01762"	62.205	8.63e-52	100	156	"fccA"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012506866.1"	"L227_S_6D_01764"	60	2.53e-63	100	187	"soyY"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508983.1"	"L227_S_6D_05973"	70.552	1.91e-178	98	493	"dsrM"
"Chl_clathratiforme_BU_1"	"L227_enrichment_S_6D"	"WP_012508572.1"	"L227_S_6D_03486"	91.436	0	100	640	"hupS"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508992.1"	"L304_S_6D_01818"	77.477	4.77e-64	100	187	"dsrC"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508987.1"	"L304_S_6D_01813"	87.395	8.83e-77	100	219	"dsrE"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508980.1"	"L304_S_6D_01806"	63.566	9.94e-125	100	351	"dsrO"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508980.1"	"L304_S_6D_01827"	40.58	5.34e-44	80	152	"dsrO"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508989.1"	"L304_S_6D_01815"	82.556	0	100	1006	"dsrL"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508982.1"	"L304_S_6D_01808"	84.182	0	100	1009	"dsrK"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508993.1"	"L304_S_6D_01819"	69.178	0	96	644	"dsrN"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_041526868.1"	"L304_S_6D_01812"	77.311	1.6e-65	94	191	"dsrF"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508991.1"	"L304_S_6D_01817"	82.938	0	100	724	"dsrA"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508990.1"	"L304_S_6D_01816"	91.365	0	100	706	"dsrB"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508985.1"	"L304_S_6D_01811"	67.01	2.89e-50	100	150	"dsrH"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508571.1"	"L304_S_6D_00277"	90.909	0	100	1104	"hupL"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508102.1"	"L304_S_6D_00253"	90.083	0	100	928	"sqr"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508570.1"	"L304_S_6D_00276"	82.379	4.66e-147	100	405	"hupC"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012506869.1"	"L304_S_6D_01855"	80.465	0	100	715	"fccB"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012506867.1"	"L304_S_6D_01857"	68.317	4.08e-48	99	145	"soyZ"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508569.1"	"L304_S_6D_00275"	75.641	1.49e-87	80	251	"hupD"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508979.1"	"L304_S_6D_01805"	44.211	4.09e-107	99	315	"dsrP"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012506868.1"	"L304_S_6D_01856"	76.86	3.16e-67	98	195	"fccA"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012506866.1"	"L304_S_6D_01858"	58.621	4.52e-62	100	184	"soyY"
"Chl_clathratiforme_BU_1"	"L304_enrichment_S_6D"	"WP_012508983.1"	"L304_S_6D_01809"	70.393	2.54e-179	100	496	"dsrM"
